workerid,rt,trial_type,property,trial_num,experimentResults,missing,explanation,n_data,condition,distribution,property_type,response,category,pass_both,language,englishNative
9,104571,prior_manipulation,know when earthquakes are about to happen,1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,I did not observe the pattern so it is a wild guess,10,prior,uniform,psychological,0.4,L,1,English,TRUE
9,104571,prior_manipulation,know when earthquakes are about to happen,1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,I did not observe the pattern so it is a wild guess,10,prior,uniform,psychological,0.35,M,1,English,TRUE
9,104571,prior_manipulation,know when earthquakes are about to happen,1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,I did not observe the pattern so it is a wild guess,10,prior,uniform,psychological,0.42,N,1,English,TRUE
9,104571,prior_manipulation,know when earthquakes are about to happen,1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,I did not observe the pattern so it is a wild guess,10,prior,uniform,psychological,0.49,O,1,English,TRUE
11,128757,prior_manipulation,know when earthquakes are about to happen,1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,prior,half_or_deterministic,psychological,0.83,K,1,English,TRUE
11,128757,prior_manipulation,know when earthquakes are about to happen,1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,prior,half_or_deterministic,psychological,0.84,L,1,English,TRUE
11,128757,prior_manipulation,know when earthquakes are about to happen,1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,prior,half_or_deterministic,psychological,0.46,M,1,English,TRUE
11,128757,prior_manipulation,know when earthquakes are about to happen,1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,prior,half_or_deterministic,psychological,0.45,N,1,English,TRUE
11,128757,prior_manipulation,know when earthquakes are about to happen,1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,prior,half_or_deterministic,psychological,0.89,O,1,English,TRUE
12,178655,prior_manipulation,know when earthquakes are about to happen,1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,i think they will be near 0 or around 75 or so based on prior info,10,prior,rare_strong,psychological,0.75,K,1,english,TRUE
12,178655,prior_manipulation,know when earthquakes are about to happen,1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,i think they will be near 0 or around 75 or so based on prior info,10,prior,rare_strong,psychological,0.72,L,1,english,TRUE
12,178655,prior_manipulation,know when earthquakes are about to happen,1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,i think they will be near 0 or around 75 or so based on prior info,10,prior,rare_strong,psychological,0.01,M,1,english,TRUE
12,178655,prior_manipulation,know when earthquakes are about to happen,1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,i think they will be near 0 or around 75 or so based on prior info,10,prior,rare_strong,psychological,0.01,N,1,english,TRUE
12,178655,prior_manipulation,know when earthquakes are about to happen,1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,i think they will be near 0 or around 75 or so based on prior info,10,prior,rare_strong,psychological,0.74,O,1,english,TRUE
13,102628,prior_manipulation,know when earthquakes are about to happen,1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,There seems to be a bit of a recurring pattern and I just extended it to the next set of animals.,10,prior,rare_deterministic,psychological,0.96,K,1,English,TRUE
13,102628,prior_manipulation,know when earthquakes are about to happen,1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,There seems to be a bit of a recurring pattern and I just extended it to the next set of animals.,10,prior,rare_deterministic,psychological,0.96,L,1,English,TRUE
13,102628,prior_manipulation,know when earthquakes are about to happen,1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,There seems to be a bit of a recurring pattern and I just extended it to the next set of animals.,10,prior,rare_deterministic,psychological,0.03,M,1,English,TRUE
13,102628,prior_manipulation,know when earthquakes are about to happen,1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,There seems to be a bit of a recurring pattern and I just extended it to the next set of animals.,10,prior,rare_deterministic,psychological,1,N,1,English,TRUE
13,102628,prior_manipulation,know when earthquakes are about to happen,1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,There seems to be a bit of a recurring pattern and I just extended it to the next set of animals.,10,prior,rare_deterministic,psychological,1,O,1,English,TRUE
14,109778,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,it was the most logical choices,10,prior,uniform,psychological,0.79,K,1,english,TRUE
14,109778,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,it was the most logical choices,10,prior,uniform,psychological,0.59,L,1,english,TRUE
14,109778,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,it was the most logical choices,10,prior,uniform,psychological,0.4,M,1,english,TRUE
14,109778,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,it was the most logical choices,10,prior,uniform,psychological,0.36,N,1,english,TRUE
14,109778,prior_manipulation,know when earthquakes are about to happen,1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,it was the most logical choices,10,prior,uniform,psychological,0.2,O,1,english,TRUE
16,42140,prior_manipulation,know when earthquakes are about to happen,1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,It mirrors the other percentages,10,prior,weak_or_half,psychological,0.25,K,1,English,TRUE
16,42140,prior_manipulation,know when earthquakes are about to happen,1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,It mirrors the other percentages,10,prior,weak_or_half,psychological,0.51,L,1,English,TRUE
16,42140,prior_manipulation,know when earthquakes are about to happen,1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,It mirrors the other percentages,10,prior,weak_or_half,psychological,0.26,M,1,English,TRUE
16,42140,prior_manipulation,know when earthquakes are about to happen,1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,It mirrors the other percentages,10,prior,weak_or_half,psychological,0.5,N,1,English,TRUE
16,42140,prior_manipulation,know when earthquakes are about to happen,1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,It mirrors the other percentages,10,prior,weak_or_half,psychological,0.26,O,1,English,TRUE
17,776948,prior_manipulation,know when earthquakes are about to happen,1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,It&quotechars closest to the numbers I saw toward the end,10,prior,strong_or_deterministic,psychological,0.91,K,1,English,TRUE
17,776948,prior_manipulation,know when earthquakes are about to happen,1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,It&quotechars closest to the numbers I saw toward the end,10,prior,strong_or_deterministic,psychological,0.95,L,1,English,TRUE
17,776948,prior_manipulation,know when earthquakes are about to happen,1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,It&quotechars closest to the numbers I saw toward the end,10,prior,strong_or_deterministic,psychological,1,M,1,English,TRUE
17,776948,prior_manipulation,know when earthquakes are about to happen,1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,It&quotechars closest to the numbers I saw toward the end,10,prior,strong_or_deterministic,psychological,1,N,1,English,TRUE
17,776948,prior_manipulation,know when earthquakes are about to happen,1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,It&quotechars closest to the numbers I saw toward the end,10,prior,strong_or_deterministic,psychological,1,O,1,English,TRUE
18,39207,prior_manipulation,know when earthquakes are about to happen,1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,NA,10,prior,rare_strong,psychological,0.86,K,1,English,TRUE
18,39207,prior_manipulation,know when earthquakes are about to happen,1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,NA,10,prior,rare_strong,psychological,0.05,L,1,English,TRUE
18,39207,prior_manipulation,know when earthquakes are about to happen,1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,NA,10,prior,rare_strong,psychological,0.75,M,1,English,TRUE
18,39207,prior_manipulation,know when earthquakes are about to happen,1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,NA,10,prior,rare_strong,psychological,0,N,1,English,TRUE
18,39207,prior_manipulation,know when earthquakes are about to happen,1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,NA,10,prior,rare_strong,psychological,0.76,O,1,English,TRUE
19,88958,prior_manipulation,know when earthquakes are about to happen,1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,It seemed like the average was around 25%.,10,prior,rare_weak,psychological,0.15,K,1,English,TRUE
19,88958,prior_manipulation,know when earthquakes are about to happen,1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,It seemed like the average was around 25%.,10,prior,rare_weak,psychological,0.15,L,1,English,TRUE
19,88958,prior_manipulation,know when earthquakes are about to happen,1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,It seemed like the average was around 25%.,10,prior,rare_weak,psychological,0.16,M,1,English,TRUE
19,88958,prior_manipulation,know when earthquakes are about to happen,1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,It seemed like the average was around 25%.,10,prior,rare_weak,psychological,0.19,N,1,English,TRUE
19,88958,prior_manipulation,know when earthquakes are about to happen,1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,It seemed like the average was around 25%.,10,prior,rare_weak,psychological,0.19,O,1,English,TRUE
20,170966,prior_manipulation,know when earthquakes are about to happen,1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on.",10,prior,weak_or_deterministic,psychological,0.26,K,1,English,TRUE
20,170966,prior_manipulation,know when earthquakes are about to happen,1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on.",10,prior,weak_or_deterministic,psychological,1,L,1,English,TRUE
20,170966,prior_manipulation,know when earthquakes are about to happen,1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on.",10,prior,weak_or_deterministic,psychological,0.27,M,1,English,TRUE
20,170966,prior_manipulation,know when earthquakes are about to happen,1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on.",10,prior,weak_or_deterministic,psychological,1,N,1,English,TRUE
20,170966,prior_manipulation,know when earthquakes are about to happen,1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on.",10,prior,weak_or_deterministic,psychological,0.25,O,1,English,TRUE
21,168460,prior_manipulation,know when earthquakes are about to happen,1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,prior,uniform,psychological,0.57,K,1,English,TRUE
21,168460,prior_manipulation,know when earthquakes are about to happen,1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,prior,uniform,psychological,0.49,L,1,English,TRUE
21,168460,prior_manipulation,know when earthquakes are about to happen,1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,prior,uniform,psychological,0.67,M,1,English,TRUE
21,168460,prior_manipulation,know when earthquakes are about to happen,1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,prior,uniform,psychological,0.32,N,1,English,TRUE
21,168460,prior_manipulation,know when earthquakes are about to happen,1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,prior,uniform,psychological,0.82,O,1,English,TRUE
22,187802,prior_manipulation,know when earthquakes are about to happen,1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen.,10,prior,strong_or_deterministic,psychological,1,K,1,English,TRUE
22,187802,prior_manipulation,know when earthquakes are about to happen,1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen.,10,prior,strong_or_deterministic,psychological,1,L,1,English,TRUE
22,187802,prior_manipulation,know when earthquakes are about to happen,1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen.,10,prior,strong_or_deterministic,psychological,0.74,M,1,English,TRUE
22,187802,prior_manipulation,know when earthquakes are about to happen,1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen.,10,prior,strong_or_deterministic,psychological,0.74,N,1,English,TRUE
22,187802,prior_manipulation,know when earthquakes are about to happen,1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen.,10,prior,strong_or_deterministic,psychological,1,O,1,English,TRUE
23,189377,prior_manipulation,know when earthquakes are about to happen,1,"[24, 76, 27, 27, 25, 74, 79, 27, 72, 78, u'?']",10,I think every 2 animals found have a greater chance of knowing about the earthquakes coming,10,prior,weak_or_strong,psychological,0.22,K,1,English,TRUE
23,189377,prior_manipulation,know when earthquakes are about to happen,1,"[24, 76, 27, 27, 25, 74, 79, 27, 72, 78, u'?']",10,I think every 2 animals found have a greater chance of knowing about the earthquakes coming,10,prior,weak_or_strong,psychological,0.66,L,1,English,TRUE
23,189377,prior_manipulation,know when earthquakes are about to happen,1,"[24, 76, 27, 27, 25, 74, 79, 27, 72, 78, u'?']",10,I think every 2 animals found have a greater chance of knowing about the earthquakes coming,10,prior,weak_or_strong,psychological,0.67,M,1,English,TRUE
23,189377,prior_manipulation,know when earthquakes are about to happen,1,"[24, 76, 27, 27, 25, 74, 79, 27, 72, 78, u'?']",10,I think every 2 animals found have a greater chance of knowing about the earthquakes coming,10,prior,weak_or_strong,psychological,0.26,N,1,English,TRUE
23,189377,prior_manipulation,know when earthquakes are about to happen,1,"[24, 76, 27, 27, 25, 74, 79, 27, 72, 78, u'?']",10,I think every 2 animals found have a greater chance of knowing about the earthquakes coming,10,prior,weak_or_strong,psychological,0.73,O,1,English,TRUE
24,223103,prior_manipulation,know when earthquakes are about to happen,1,"[46, 0, 49, 49, 0, 0, 0, 0, 49, 54, u'?']",10,"there&quotechars only a 50% chance of an animal being able to know when earthquakes are about to happen at all, and even when they do know, only about half of them do.  So I made my answers reflect that.",10,prior,rare_half,psychological,0,K,1,english,TRUE
24,223103,prior_manipulation,know when earthquakes are about to happen,1,"[46, 0, 49, 49, 0, 0, 0, 0, 49, 54, u'?']",10,"there&quotechars only a 50% chance of an animal being able to know when earthquakes are about to happen at all, and even when they do know, only about half of them do.  So I made my answers reflect that.",10,prior,rare_half,psychological,0.42,L,1,english,TRUE
24,223103,prior_manipulation,know when earthquakes are about to happen,1,"[46, 0, 49, 49, 0, 0, 0, 0, 49, 54, u'?']",10,"there&quotechars only a 50% chance of an animal being able to know when earthquakes are about to happen at all, and even when they do know, only about half of them do.  So I made my answers reflect that.",10,prior,rare_half,psychological,0,M,1,english,TRUE
24,223103,prior_manipulation,know when earthquakes are about to happen,1,"[46, 0, 49, 49, 0, 0, 0, 0, 49, 54, u'?']",10,"there&quotechars only a 50% chance of an animal being able to know when earthquakes are about to happen at all, and even when they do know, only about half of them do.  So I made my answers reflect that.",10,prior,rare_half,psychological,0,N,1,english,TRUE
