"workerid","rt","trial_type","property_type","trial_num","category","explanation","property","response"
0,1441,"implied_prevalence","diet",26,"stups",NA,"eat grass",0.74
0,3077,"implied_prevalence","disease_self",27,"zoovs",NA,"have strange genetic mutations",0.31
0,1795,"implied_prevalence","diet",28,"kazzes",NA,"drink alcohol left behind by tourists",0.64
0,2606,"implied_prevalence","disease_self",29,"reesles",NA,"lose their teeth",0.58
0,16960,"implied_prevalence","diet",30,"javs",NA,"eat garbage",0.62
0,3578,"implied_prevalence","physical",31,"luzaks",NA,"live to be a hundred years old",0.52
0,3164,"implied_prevalence","behavior",32,"mooks",NA,"play with bottlecaps",0.31
0,1844,"implied_prevalence","reproduction",33,"glippets",NA,"lay eggs in other birds&quotechar nests",0.36
0,1977,"implied_prevalence","psychological",34,"dorbs",NA,"develop phobias",0.52
0,4645,"implied_prevalence","behavior_aggressive",35,"ackles",NA,"carry out premeditated murder",0.27
0,3577,"implied_prevalence","disease_self",36,"morseths",NA,"get cancer",0.1
0,14738,"explain_responses","behavior",1,"thups","it is likely that not all of them are in the circus, only a few","perform in the circus",0.16
0,10388,"explain_responses","diet",2,"krivels","they won&quotechart be around candy wrappers all the time","eat candy wrappers",0.24
0,10557,"explain_responses","behavior_aggressive",3,"ackles","not all of them will be angry","carry out premeditated murder",0.27
0,11370,"explain_responses","behavior",4,"blins","I imagine only some would be near houses","fly into building windows",0.28
0,6261,"explain_responses","disease_self",5,"zoovs","I don&quotechart think all would be mutated","have strange genetic mutations",0.31
1,7437,"implied_prevalence","physical",1,"kweps",NA,"have spots",0.64
1,5727,"implied_prevalence","diet",2,"blins",NA,"eat garbage",0.93
1,3585,"implied_prevalence","disease_other",3,"glippets",NA,"transmit HIV",0.12
1,6132,"implied_prevalence","physical",4,"pangolins",NA,"live to be five hundred years old",0
1,8215,"implied_prevalence","diet",5,"ackles",NA,"fish in the Hudson River",0.15
1,4826,"implied_prevalence","psychological",6,"elleps",NA,"develop phobias",0.55
1,5792,"implied_prevalence","psychological",7,"dorbs",NA,"are intelligent",0.02
1,2666,"implied_prevalence","disease_self",8,"reesles",NA,"get cancer",0.26
1,7043,"implied_prevalence","diet",9,"krivels",NA,"drink alcohol left behind by tourists",0.54
1,4064,"implied_prevalence","behavior_aggressive",10,"cheebas",NA,"attack hikers",0.1
1,4058,"implied_prevalence","diet",11,"zoovs",NA,"eat insects",1
1,3953,"implied_prevalence","disease_self",12,"wugs",NA,"get dandruff",0.47
1,4401,"implied_prevalence","behavior_aggressive",13,"plovs",NA,"hunt other animals",1
1,3267,"implied_prevalence","disease_self",14,"dunkels",NA,"get addicted to nicotine",0.34
1,7474,"implied_prevalence","behavior_aggressive",15,"javs",NA,"carry out premeditated murder",0
1,4521,"implied_prevalence","physical",16,"sapers",NA,"have very long wings",0.87
1,2814,"implied_prevalence","physical",17,"zorbs",NA,"have brown fur",0.8
1,8949,"implied_prevalence","reproduction",18,"ludinos",NA,"lay eggs without needing fertilization",0
1,3439,"implied_prevalence","behavior",19,"feps",NA,"sing beautiful songs",0.35
1,4672,"implied_prevalence","reproduction",20,"morseths",NA,"give birth underwater",0.91
1,4593,"implied_prevalence","habitat",21,"ollers",NA,"live in urban areas",0.9
1,4409,"implied_prevalence","physical",22,"dobles",NA,"live to be a hundred years old",0.07
1,3414,"implied_prevalence","diet",23,"crullets",NA,"eat grass",1
1,8033,"implied_prevalence","reproduction",24,"grinks",NA,"attract mates by secreting pheromones",0.96
1,4513,"implied_prevalence","reproduction",25,"stups",NA,"get erections",1
1,2879,"implied_prevalence","behavior",26,"lorches",NA,"use tools",0.66
1,6875,"implied_prevalence","psychological",27,"mooks",NA,"experience emotions",1
1,2703,"implied_prevalence","behavior_aggressive",28,"kazzes",NA,"steal farmers&quotechar crops",0.66
1,3733,"implied_prevalence","habitat",29,"trufts",NA,"live in zoos",0.07
1,4605,"implied_prevalence","behavior",30,"taifels",NA,"perform in the circus",0.02
1,3925,"implied_prevalence","psychological",31,"daiths",NA,"know how to ride bicycles",0.18
1,3238,"implied_prevalence","diet",32,"luzaks",NA,"eat people",0
1,6048,"implied_prevalence","behavior",33,"frams",NA,"ride the subway",0
1,2518,"implied_prevalence","physical",34,"moxes",NA,"live to be twenty years old",0.64
1,3109,"implied_prevalence","diet",35,"thups",NA,"eat cannabis",0.81
1,4589,"implied_prevalence","psychological",36,"fendles",NA,"know how to open doors",0.17
1,24872,"explain_responses","diet",1,"ackles","Others probably live elsewhere","fish in the Hudson River",0.15
1,19898,"explain_responses","reproduction",2,"ludinos","They all need to be fertilized","lay eggs without needing fertilization",0
1,7596,"explain_responses","disease_self",3,"reesles","Cancer is rare","get cancer",0.26
1,11424,"explain_responses","diet",4,"luzaks","People are not prey","eat people",0
1,11824,"explain_responses","behavior",5,"frams","Animals don&quotechart ride subway","ride the subway",0
2,9644,"implied_prevalence","behavior",1,"morseths",NA,"use tools",0.5
2,5506,"implied_prevalence","disease_self",2,"dobles",NA,"develop back problems",0.75
2,4597,"implied_prevalence","reproduction",3,"feps",NA,"get erections",0.5
2,5333,"implied_prevalence","habitat",4,"plovs",NA,"live in the hulls of sea vessels",1
2,6338,"implied_prevalence","behavior_aggressive",5,"moxes",NA,"attack hikers",0.15
2,5827,"implied_prevalence","habitat",6,"javs",NA,"live in trees",1
2,5572,"implied_prevalence","behavior",7,"glippets",NA,"sleep during the day",1
2,6531,"implied_prevalence","physical",8,"fendles",NA,"have brown fur",1
2,11026,"implied_prevalence","diet",9,"cheebas",NA,"drink alcohol left behind by tourists",0.33
2,7380,"implied_prevalence","disease_self",10,"frams",NA,"have seizures",0.75
2,6316,"implied_prevalence","behavior",11,"trufts",NA,"like to cuddle",0.9
2,5115,"implied_prevalence","psychological",12,"dorbs",NA,"are afraid of loud noises",0.95
2,7845,"implied_prevalence","reproduction",13,"pangolins",NA,"attract mates by secreting pheromones",1
2,8340,"implied_prevalence","diet",14,"kweps",NA,"eat grass",1
2,5655,"implied_prevalence","psychological",15,"taifels",NA,"have personalities",1
2,4388,"implied_prevalence","reproduction",16,"crullets",NA,"give birth underwater",1
2,7162,"implied_prevalence","disease_self",17,"grinks",NA,"get addicted to nicotine",1
2,6699,"implied_prevalence","diet",18,"elleps",NA,"cannibalize each other",0.4
2,6532,"implied_prevalence","diet",19,"daiths",NA,"fish in the Hudson River",1
2,7080,"implied_prevalence","diet",20,"dunkels",NA,"eat human food",0.4
2,7748,"implied_prevalence","physical",21,"blins",NA,"live to be five hundred years old",0.1
2,5407,"implied_prevalence","diet",22,"stups",NA,"eat candy wrappers",0.67
2,5753,"implied_prevalence","disease_other",23,"sapers",NA,"transmit HIV",1
2,3997,"implied_prevalence","behavior_aggressive",24,"luzaks",NA,"hunt other animals",1
2,5304,"implied_prevalence","psychological",25,"wugs",NA,"develop phobias",0.8
2,5204,"implied_prevalence","disease_other",26,"reesles",NA,"transmit rabies",1
2,5114,"implied_prevalence","disease_self",27,"zoovs",NA,"lose their teeth",1
2,7703,"implied_prevalence","behavior_aggressive",28,"ackles",NA,"get in fights with other animals",0.75
2,6120,"implied_prevalence","disease_self",29,"thups",NA,"get cancer",0.4
2,6285,"implied_prevalence","habitat",30,"zorbs",NA,"live in high-rise buildings",0.9
2,19650,"implied_prevalence","habitat",31,"ollers",NA,"live in urban areas",0.95
2,7852,"implied_prevalence","physical",32,"lorches",NA,"live to be twenty years old",0.3
2,3907,"implied_prevalence","diet",33,"kazzes",NA,"eat cannabis",1
2,3931,"implied_prevalence","disease_self",34,"krivels",NA,"have strange genetic mutations",0.77
2,4740,"implied_prevalence","behavior",35,"ludinos",NA,"sing beautiful songs",0.89
2,6450,"implied_prevalence","psychological",36,"mooks",NA,"know how to open doors",0.75
2,20872,"explain_responses","behavior_aggressive",1,"moxes","I assumed that the encounter would be rare, even if the propensity to attack would be high.","attack hikers",0.15
2,27382,"explain_responses","physical",2,"blins","Even if they can live that long, I assumed that it would be unusual for 100 years of favorable circumstances to allow them to live that long.","live to be five hundred years old",0.1
2,25396,"explain_responses","diet",3,"elleps","I presume that it&quotechars something of a minority behavior of the species, so that the species is able to survive.","cannibalize each other",0.4
2,23738,"explain_responses","physical",4,"lorches","If 20 is how old they can live, I would not expect that to be the norm.","live to be twenty years old",0.3
2,20812,"explain_responses","diet",5,"cheebas","I assumed that this would be a rare encounter, even if it was consistent behavior.","drink alcohol left behind by tourists",0.33
3,11972,"implied_prevalence","psychological",1,"mooks",NA,"mourn their dead",0.1
3,6905,"implied_prevalence","behavior_aggressive",2,"luzaks",NA,"torture other animals",0.3
3,11524,"implied_prevalence","behavior",3,"pangolins",NA,"sleep during the day",0.9
3,6519,"implied_prevalence","behavior_aggressive",4,"stups",NA,"attack hikers",0.5
3,5520,"implied_prevalence","reproduction",5,"ackles",NA,"lay eggs without needing fertilization",1
3,105765,"implied_prevalence","diet",6,"morseths",NA,"eat cannabis",0
3,5060,"implied_prevalence","behavior",7,"feps",NA,"sing beautiful songs",0.37
3,8672,"implied_prevalence","habitat",8,"sapers",NA,"live in zoos",0.15
3,5298,"implied_prevalence","behavior",9,"dorbs",NA,"perform in the circus",0.2
3,32487,"implied_prevalence","disease_self",10,"crullets",NA,"develop back problems",0.13
3,5740,"implied_prevalence","behavior",11,"reesles",NA,"do handstands to scare off predators",1
3,5443,"implied_prevalence","disease_other",12,"ludinos",NA,"carry malaria",0.43
3,4742,"implied_prevalence","habitat",13,"grinks",NA,"live in urban areas",1
3,4257,"implied_prevalence","physical",14,"frams",NA,"have brown fur",0.87
3,5837,"implied_prevalence","behavior_aggressive",15,"trufts",NA,"carry out premeditated murder",0.07
3,3623,"implied_prevalence","physical",16,"dunkels",NA,"have intensely beautiful feathers",1
3,5219,"implied_prevalence","diet",17,"kweps",NA,"eat garbage",1
3,4303,"implied_prevalence","diet",18,"fendles",NA,"eat insects",1
3,4002,"implied_prevalence","diet",19,"wugs",NA,"eat grass",1
3,4286,"implied_prevalence","reproduction",20,"dobles",NA,"have dozens of sexual partners",0.32
3,9144,"implied_prevalence","habitat",21,"glippets",NA,"live in the hulls of sea vessels",1
3,5297,"implied_prevalence","physical",22,"krivels",NA,"live to be a hundred years old",0.78
3,4410,"implied_prevalence","disease_self",23,"daiths",NA,"get cancer",0.14
3,3852,"implied_prevalence","psychological",24,"taifels",NA,"experience empathy",1
3,7052,"implied_prevalence","reproduction",25,"ollers",NA,"get erections",0.5
3,7065,"implied_prevalence","physical",26,"kazzes",NA,"live to be twenty years old",0.77
3,6001,"implied_prevalence","physical",27,"moxes",NA,"have very long wings",0.83
3,4178,"implied_prevalence","diet",28,"plovs",NA,"eat human food",1
3,5869,"implied_prevalence","psychological",29,"zoovs",NA,"experience emotions",0.85
3,4595,"implied_prevalence","behavior_aggressive",30,"elleps",NA,"steal farmers&quotechar crops",1
3,3915,"implied_prevalence","psychological",31,"blins",NA,"develop phobias",0.11
3,3962,"implied_prevalence","behavior_aggressive",32,"thups",NA,"pound their chests to display dominance",1
3,5599,"implied_prevalence","disease_self",33,"zorbs",NA,"get addicted to nicotine",0
3,6827,"implied_prevalence","diet",34,"lorches",NA,"fish in the Hudson River",0.24
3,3336,"implied_prevalence","psychological",35,"javs",NA,"are intelligent",1
3,3444,"implied_prevalence","reproduction",36,"cheebas",NA,"give birth underwater",1
3,35596,"explain_responses","disease_other",1,"ludinos","I don&quotechart believe that all would carry malaria so I decided o less than half.","carry malaria",0.43
3,27420,"explain_responses","behavior_aggressive",2,"luzaks","I don&quotechart belive that many animals have the ability to torture other animals.","torture other animals",0.3
3,27183,"explain_responses","psychological",3,"blins","Animals don&quotechart reason so why would they have phobias.","develop phobias",0.11
3,19002,"explain_responses","reproduction",4,"dobles","Just figured the amount was right.","have dozens of sexual partners",0.32
3,28160,"explain_responses","psychological",5,"mooks","Animals do not have emotions like human so they really wouldn&quotechart feel much loss.","mourn their dead",0.1
4,18207,"implied_prevalence","physical",1,"sapers",NA,"live to be five hundred years old",0.68
4,9455,"implied_prevalence","diet",2,"krivels",NA,"drink soda",0.97
4,6577,"implied_prevalence","physical",3,"ludinos",NA,"have brown fur",1
4,7528,"implied_prevalence","behavior_aggressive",4,"wugs",NA,"carry out premeditated murder",0.94
4,4711,"implied_prevalence","behavior",5,"glippets",NA,"sing beautiful songs",0.89
4,5449,"implied_prevalence","diet",6,"morseths",NA,"cannibalize each other",0.9
4,7688,"implied_prevalence","psychological",7,"trufts",NA,"develop phobias",0.95
4,5656,"implied_prevalence","behavior",8,"reesles",NA,"sleep during the day",0.93
4,6167,"implied_prevalence","psychological",9,"frams",NA,"know how to open doors",0.89
4,5601,"implied_prevalence","physical",10,"elleps",NA,"have very long wings",0.97
4,5096,"implied_prevalence","reproduction",11,"kweps",NA,"have a menstrual cycle",1
4,4199,"implied_prevalence","diet",12,"dorbs",NA,"eat candy wrappers",0.93
4,4873,"implied_prevalence","behavior",13,"dunkels",NA,"swim in shallow pools",0.78
4,4767,"implied_prevalence","physical",14,"zoovs",NA,"have spots",0.97
4,7015,"implied_prevalence","reproduction",15,"lorches",NA,"attract mates by secreting pheromones",0.98
4,5575,"implied_prevalence","diet",16,"moxes",NA,"eat cannabis",0.96
4,6096,"implied_prevalence","habitat",17,"blins",NA,"live in zoos",1
4,5472,"implied_prevalence","reproduction",18,"kazzes",NA,"lay eggs without needing fertilization",0.85
4,6047,"implied_prevalence","disease_other",19,"javs",NA,"transmit HIV",0.83
4,4585,"implied_prevalence","behavior_aggressive",20,"pangolins",NA,"attack hikers",0.74
4,4471,"implied_prevalence","physical",21,"stups",NA,"have an exquisite sense of smell",0.89
4,4193,"implied_prevalence","psychological",22,"grinks",NA,"are afraid of dogs",0.73
4,5127,"implied_prevalence","behavior",23,"ollers",NA,"like to cuddle",0.85
4,6024,"implied_prevalence","physical",24,"crullets",NA,"live to be a hundred years old",0.69
4,5368,"implied_prevalence","disease_self",25,"cheebas",NA,"develop back problems",0.77
4,4544,"implied_prevalence","habitat",26,"thups",NA,"live in urban areas",0.91
4,4672,"implied_prevalence","diet",27,"zorbs",NA,"eat people",0.95
4,4336,"implied_prevalence","behavior",28,"mooks",NA,"use tools",0.82
4,3504,"implied_prevalence","habitat",29,"feps",NA,"live in trees",0.96
4,3416,"implied_prevalence","disease_self",30,"luzaks",NA,"have seizures",0.87
4,4664,"implied_prevalence","habitat",31,"daiths",NA,"live in high-rise buildings",0.79
4,3088,"implied_prevalence","diet",32,"dobles",NA,"eat garbage",0.87
4,5998,"implied_prevalence","disease_self",33,"taifels",NA,"have strange genetic mutations",0.74
4,4185,"implied_prevalence","diet",34,"fendles",NA,"eat grass",0.97
4,4534,"implied_prevalence","psychological",35,"plovs",NA,"experience emotions",0.97
4,4904,"implied_prevalence","behavior",36,"ackles",NA,"do handstands to scare off predators",0.85
5,12763,"implied_prevalence","disease_self",1,"javs",NA,"get dandruff",0.66
5,8586,"implied_prevalence","disease_other",2,"cheebas",NA,"transmit rabies",0.26
5,6719,"implied_prevalence","behavior",3,"kazzes",NA,"sleep during the day",1
5,7848,"implied_prevalence","disease_self",4,"dunkels",NA,"have seizures",0.11
5,13635,"implied_prevalence","psychological",5,"plovs",NA,"know how to ride bicycles",1
5,12139,"implied_prevalence","psychological",6,"daiths",NA,"know when earthquakes are about to happen",1
5,8846,"implied_prevalence","physical",7,"elleps",NA,"have intensely beautiful feathers",1
5,12995,"implied_prevalence","disease_self",8,"blins",NA,"go bald",1
5,12281,"implied_prevalence","behavior",9,"crullets",NA,"swim in shallow pools",1
5,8398,"implied_prevalence","habitat",10,"wugs",NA,"live in high-rise buildings",0.27
5,7456,"implied_prevalence","behavior",11,"pangolins",NA,"chase their tails",0.39
5,11997,"implied_prevalence","disease_other",12,"glippets",NA,"carry malaria",0.9
5,15343,"implied_prevalence","diet",13,"moxes",NA,"eat grass",1
5,8918,"implied_prevalence","physical",14,"frams",NA,"have brown fur",0.6
5,6593,"implied_prevalence","behavior",15,"fendles",NA,"fly into building windows",0.22
5,6979,"implied_prevalence","physical",16,"thups",NA,"have very long wings",1
5,6756,"implied_prevalence","reproduction",17,"feps",NA,"give birth underwater",1
5,14774,"implied_prevalence","reproduction",18,"sapers",NA,"lay eggs without needing fertilization",1
5,12270,"implied_prevalence","diet",19,"trufts",NA,"drink alcohol left behind by tourists",0.23
5,7216,"implied_prevalence","psychological",20,"kweps",NA,"experience empathy",1
5,13666,"implied_prevalence","behavior",21,"dorbs",NA,"do handstands to scare off predators",1
5,7361,"implied_prevalence","behavior_aggressive",22,"ackles",NA,"get in fights with other animals",0.47
5,12044,"implied_prevalence","reproduction",23,"stups",NA,"lay eggs in other birds&quotechar nests",1
5,24151,"implied_prevalence","reproduction",24,"reesles",NA,"have a menstrual cycle",1
5,6121,"implied_prevalence","habitat",25,"lorches",NA,"live in zoos",0.19
5,7852,"implied_prevalence","disease_other",26,"morseths",NA,"transmit HIV",0.19
5,6810,"implied_prevalence","diet",27,"zoovs",NA,"cannibalize each other",0.91
5,7434,"implied_prevalence","behavior_aggressive",28,"mooks",NA,"carry out premeditated murder",0.08
5,17379,"implied_prevalence","behavior_aggressive",29,"luzaks",NA,"pound their chests to display dominance",0.66
5,8397,"implied_prevalence","diet",30,"dobles",NA,"eat human food",1
5,17715,"implied_prevalence","physical",31,"taifels",NA,"have an exquisite sense of smell",1
5,9360,"implied_prevalence","psychological",32,"zorbs",NA,"have personalities",1
5,12565,"implied_prevalence","behavior_aggressive",33,"ollers",NA,"capture other animals&quotechar territory",0.64
5,12282,"implied_prevalence","psychological",34,"grinks",NA,"mourn their dead",1
5,15884,"implied_prevalence","behavior_aggressive",35,"krivels",NA,"attack hikers",0.11
5,27121,"implied_prevalence","diet",36,"ludinos",NA,"eat candy wrappers",0.33
5,50013,"explain_responses","behavior",1,"pangolins","Some cats chase their tails, some dont. This is the same ","chase their tails",0.39
5,61106,"explain_responses","diet",2,"trufts","In all other societies not everyone drinks. This is no different","drink alcohol left behind by tourists",0.23
5,58821,"explain_responses","habitat",3,"wugs","Not every single person lives in a high rise, this is no different","live in high-rise buildings",0.27
5,27106,"explain_responses","behavior_aggressive",4,"ackles","I think only the males fight ","get in fights with other animals",0.47
5,31459,"explain_responses","disease_self",5,"dunkels","Very few of any specie has seizures","have seizures",0.11
6,13839,"implied_prevalence","physical",1,"kweps",NA,"have intensely beautiful feathers",0.86
6,6032,"implied_prevalence","reproduction",2,"dunkels",NA,"give birth underwater",0.5
6,3992,"implied_prevalence","disease_self",3,"sapers",NA,"develop back problems",0.31
6,4439,"implied_prevalence","behavior",4,"pangolins",NA,"fly into building windows",0.2
6,4825,"implied_prevalence","diet",5,"mooks",NA,"fish in the Hudson River",0.88
6,2528,"implied_prevalence","disease_self",6,"moxes",NA,"lose their teeth",0.91
6,4928,"implied_prevalence","physical",7,"lorches",NA,"have spots",0.95
6,3560,"implied_prevalence","diet",8,"plovs",NA,"eat people",0.14
6,5296,"implied_prevalence","reproduction",9,"zoovs",NA,"attract mates by secreting pheromones",0.5
6,3384,"implied_prevalence","diet",10,"trufts",NA,"drink soda",0.37
6,4024,"implied_prevalence","psychological",11,"reesles",NA,"are intelligent",0.65
6,4137,"implied_prevalence","diet",12,"dobles",NA,"eat insects",0.96
6,4318,"implied_prevalence","diet",13,"blins",NA,"drink alcohol left behind by tourists",0.35
6,1927,"implied_prevalence","diet",14,"morseths",NA,"eat human food",0.71
6,2297,"implied_prevalence","behavior",15,"ackles",NA,"use tools",0.24
6,4096,"implied_prevalence","behavior_aggressive",16,"krivels",NA,"torture other animals",0.75
6,3264,"implied_prevalence","disease_other",17,"cheebas",NA,"transmit rabies",0.39
6,4432,"implied_prevalence","behavior_aggressive",18,"taifels",NA,"pound their chests to display dominance",0.5
6,3208,"implied_prevalence","reproduction",19,"dorbs",NA,"have a menstrual cycle",0.49
6,3864,"implied_prevalence","psychological",20,"frams",NA,"know when earthquakes are about to happen",0.84
6,2368,"implied_prevalence","physical",21,"grinks",NA,"have brown fur",0.92
6,2631,"implied_prevalence","behavior_aggressive",22,"zorbs",NA,"get in fights with other animals",0.7
6,2920,"implied_prevalence","behavior",23,"stups",NA,"swim in shallow pools",0.29
6,2560,"implied_prevalence","disease_self",24,"fendles",NA,"have seizures",0.18
6,3144,"implied_prevalence","reproduction",25,"wugs",NA,"lay eggs in other birds&quotechar nests",0.43
6,2688,"implied_prevalence","disease_other",26,"thups",NA,"carry malaria",0.24
6,2864,"implied_prevalence","psychological",27,"javs",NA,"are afraid of dogs",0.92
6,2704,"implied_prevalence","psychological",28,"luzaks",NA,"mourn their dead",0.74
6,3520,"implied_prevalence","psychological",29,"ludinos",NA,"experience empathy",0.35
6,2175,"implied_prevalence","behavior",30,"ollers",NA,"like to cuddle",0.44
6,2320,"implied_prevalence","physical",31,"glippets",NA,"have very long wings",0.86
6,4600,"implied_prevalence","behavior_aggressive",32,"kazzes",NA,"carry out premeditated murder",0.12
6,4488,"implied_prevalence","physical",33,"daiths",NA,"live to be five hundred years old",0.28
6,2455,"implied_prevalence","psychological",34,"crullets",NA,"have personalities",0.59
6,2409,"implied_prevalence","disease_self",35,"feps",NA,"go bald",0.28
6,1880,"implied_prevalence","behavior_aggressive",36,"elleps",NA,"hunt other animals",0.82
6,22791,"explain_responses","disease_self",1,"sapers","Seemed while it would be uncommon but not rare","develop back problems",0.31
6,22879,"explain_responses","behavior",2,"pangolins","Seems like while it might happen wouldn&quotechart be very common","fly into building windows",0.2
6,21864,"explain_responses","diet",3,"blins","Seems like they would need to have access to the alcohol, which would keep the number lower","drink alcohol left behind by tourists",0.35
6,22912,"explain_responses","behavior",4,"ackles","A quarter seemed like a reasonable amount","use tools",0.24
6,17536,"explain_responses","reproduction",5,"dorbs","I&quotecharm assuming the gender rate of the species is 50/50","have a menstrual cycle",0.49
7,12816,"implied_prevalence","physical",1,"daiths",NA,"have intensely beautiful feathers",1
7,3827,"implied_prevalence","habitat",2,"luzaks",NA,"live in urban areas",1
7,6943,"implied_prevalence","physical",3,"cheebas",NA,"have very long wings",1
7,13916,"implied_prevalence","physical",4,"frams",NA,"have an exquisite sense of smell",0.99
7,6687,"implied_prevalence","psychological",5,"trufts",NA,"experience empathy",0.98
7,6060,"implied_prevalence","diet",6,"elleps",NA,"feed on the carcasses of dead animals",1
7,27472,"implied_prevalence","disease_self",7,"taifels",NA,"go bald",0.99
7,6156,"implied_prevalence","disease_other",8,"ackles",NA,"carry malaria",0.99
7,11540,"implied_prevalence","behavior_aggressive",9,"fendles",NA,"get in fights with other animals",0.99
7,6064,"implied_prevalence","psychological",10,"zorbs",NA,"know when earthquakes are about to happen",0.97
7,3992,"implied_prevalence","psychological",11,"grinks",NA,"are intelligent",0.98
7,24563,"implied_prevalence","reproduction",12,"krivels",NA,"lay eggs without needing fertilization",0.9
7,7740,"implied_prevalence","behavior_aggressive",13,"glippets",NA,"pound their chests to display dominance",0.75
7,3911,"implied_prevalence","behavior_aggressive",14,"blins",NA,"hunt other animals",0.99
7,11549,"implied_prevalence","psychological",15,"ludinos",NA,"know how to open doors",0.65
7,3535,"implied_prevalence","physical",16,"plovs",NA,"have brown fur",0.99
7,8497,"implied_prevalence","reproduction",17,"stups",NA,"give birth underwater",0.51
7,7107,"implied_prevalence","disease_other",18,"ollers",NA,"transmit rabies",0.95
7,8472,"implied_prevalence","reproduction",19,"kazzes",NA,"have dozens of sexual partners",0.98
7,11739,"implied_prevalence","behavior",20,"morseths",NA,"fly into building windows",0.25
7,4996,"implied_prevalence","psychological",21,"thups",NA,"are afraid of loud noises",0.8
7,4092,"implied_prevalence","behavior",22,"dobles",NA,"sleep during the day",1
7,3656,"implied_prevalence","disease_self",23,"javs",NA,"lose their teeth",0.99
7,8564,"implied_prevalence","psychological",24,"zoovs",NA,"are afraid of dogs",0.99
7,9636,"implied_prevalence","reproduction",25,"reesles",NA,"attract mates by secreting pheromones",1
7,6823,"implied_prevalence","behavior",26,"dunkels",NA,"use tools",0.86
7,5185,"implied_prevalence","behavior",27,"dorbs",NA,"do handstands to scare off predators",0.96
7,5972,"implied_prevalence","reproduction",28,"moxes",NA,"lay eggs in other birds&quotechar nests",0.56
7,3287,"implied_prevalence","behavior",29,"pangolins",NA,"like to cuddle",1
7,7268,"implied_prevalence","physical",30,"sapers",NA,"live to be a hundred years old",0.75
7,19060,"implied_prevalence","disease_self",31,"mooks",NA,"develop back problems",0.87
7,6452,"implied_prevalence","behavior_aggressive",32,"feps",NA,"steal farmers&quotechar crops",0.89
7,4444,"implied_prevalence","behavior_aggressive",33,"kweps",NA,"attack hikers",0.7
7,6552,"implied_prevalence","diet",34,"crullets",NA,"fish in the Hudson River",0.98
7,9272,"implied_prevalence","psychological",35,"lorches",NA,"have personalities",1
7,4348,"implied_prevalence","behavior_aggressive",36,"wugs",NA,"capture other animals&quotechar territory",0.83
7,39360,"explain_responses","behavior",1,"morseths","Because if a larger percentage of them flew into building windows, the species would not survive for long. And there are only so many windows.","fly into building windows",0.25
8,16535,"implied_prevalence","physical",1,"frams",NA,"have very long wings",1
8,13724,"implied_prevalence","diet",2,"reesles",NA,"eat human food",0.8
8,5853,"implied_prevalence","behavior",3,"fendles",NA,"play with bottlecaps",0.2
8,6772,"implied_prevalence","physical",4,"dorbs",NA,"live to be five hundred years old",0.21
8,6600,"implied_prevalence","psychological",5,"dunkels",NA,"develop phobias",0.06
8,5547,"implied_prevalence","behavior",6,"kazzes",NA,"sleep during the day",0.84
8,5167,"implied_prevalence","disease_self",7,"ludinos",NA,"get cancer",0.16
8,5510,"implied_prevalence","behavior",8,"stups",NA,"fly into building windows",0.06
8,4999,"implied_prevalence","psychological",9,"daiths",NA,"experience empathy",0.78
