"workerid","category","trial_type","property","trial_num","rt","slider_num","property_type","response"
0,"turtles","prevalence_elicitation","develop back problems",12,10012,5,"disease_self","0"
1,NA,"category_elicitation",NA,NA,NA,NA,NA,"cats"
1,NA,"category_elicitation",NA,NA,NA,NA,NA,"dogs"
1,NA,"category_elicitation",NA,NA,NA,NA,NA,"dolphins"
1,NA,"category_elicitation",NA,NA,NA,NA,NA,"pandas"
1,NA,"category_elicitation",NA,NA,NA,NA,NA,"penguins"
1,"cats","prevalence_elicitation","drink alcohol left behind by tourists",1,38930,1,"diet","0.14"
1,"dogs","prevalence_elicitation","drink alcohol left behind by tourists",1,38930,2,"diet","0.19"
1,"dolphins","prevalence_elicitation","drink alcohol left behind by tourists",1,38930,3,"diet","0.15"
1,"pandas","prevalence_elicitation","drink alcohol left behind by tourists",1,38930,4,"diet","0.05"
1,"penguins","prevalence_elicitation","drink alcohol left behind by tourists",1,38930,5,"diet","0.04"
1,"cats","prevalence_elicitation","chase their tails",2,22808,1,"behavior","0.68"
1,"dogs","prevalence_elicitation","chase their tails",2,22808,2,"behavior","0.35"
1,"dolphins","prevalence_elicitation","chase their tails",2,22808,3,"behavior","0.29"
1,"pandas","prevalence_elicitation","chase their tails",2,22808,4,"behavior","0.19"
1,"penguins","prevalence_elicitation","chase their tails",2,22808,5,"behavior","0.06"
1,"cats","prevalence_elicitation","have seizures",3,18150,1,"disease_self","0.34"
1,"dogs","prevalence_elicitation","have seizures",3,18150,2,"disease_self","0.4"
1,"dolphins","prevalence_elicitation","have seizures",3,18150,3,"disease_self","0.26"
1,"pandas","prevalence_elicitation","have seizures",3,18150,4,"disease_self","0.09"
1,"penguins","prevalence_elicitation","have seizures",3,18150,5,"disease_self","0.19"
1,"cats","prevalence_elicitation","have personalities",4,11866,1,"psychological","0.71"
1,"dogs","prevalence_elicitation","have personalities",4,11866,2,"psychological","0.8"
1,"dolphins","prevalence_elicitation","have personalities",4,11866,3,"psychological","0.66"
1,"pandas","prevalence_elicitation","have personalities",4,11866,4,"psychological","0.71"
1,"penguins","prevalence_elicitation","have personalities",4,11866,5,"psychological","0.62"
1,"cats","prevalence_elicitation","feed on the carcasses of dead animals",5,24396,1,"diet","0.23"
1,"dogs","prevalence_elicitation","feed on the carcasses of dead animals",5,24396,2,"diet","0.32"
1,"dolphins","prevalence_elicitation","feed on the carcasses of dead animals",5,24396,3,"diet","0.18"
1,"pandas","prevalence_elicitation","feed on the carcasses of dead animals",5,24396,4,"diet","0.04"
1,"penguins","prevalence_elicitation","feed on the carcasses of dead animals",5,24396,5,"diet","0.06"
1,"cats","prevalence_elicitation","have very long wings",6,12869,1,"physical","0"
1,"dogs","prevalence_elicitation","have very long wings",6,12869,2,"physical","0"
1,"dolphins","prevalence_elicitation","have very long wings",6,12869,3,"physical","0"
1,"pandas","prevalence_elicitation","have very long wings",6,12869,4,"physical","0"
1,"penguins","prevalence_elicitation","have very long wings",6,12869,5,"physical","0"
1,"cats","prevalence_elicitation","go bald",7,17346,1,"disease_self","0"
1,"dogs","prevalence_elicitation","go bald",7,17346,2,"disease_self","0.03"
1,"dolphins","prevalence_elicitation","go bald",7,17346,3,"disease_self","0"
1,"pandas","prevalence_elicitation","go bald",7,17346,4,"disease_self","0"
1,"penguins","prevalence_elicitation","go bald",7,17346,5,"disease_self","0"
1,"cats","prevalence_elicitation","are afraid of loud noises",8,15269,1,"psychological","0.33"
1,"dogs","prevalence_elicitation","are afraid of loud noises",8,15269,2,"psychological","0.35"
1,"dolphins","prevalence_elicitation","are afraid of loud noises",8,15269,3,"psychological","0.51"
1,"pandas","prevalence_elicitation","are afraid of loud noises",8,15269,4,"psychological","0.64"
1,"penguins","prevalence_elicitation","are afraid of loud noises",8,15269,5,"psychological","0.56"
1,"cats","prevalence_elicitation","eat human food",9,20217,1,"diet","0.87"
1,"dogs","prevalence_elicitation","eat human food",9,20217,2,"diet","0.83"
1,"dolphins","prevalence_elicitation","eat human food",9,20217,3,"diet","0.82"
1,"pandas","prevalence_elicitation","eat human food",9,20217,4,"diet","0"
1,"penguins","prevalence_elicitation","eat human food",9,20217,5,"diet","0.53"
1,"cats","prevalence_elicitation","perform in the circus",10,37584,1,"behavior","0.13"
1,"dogs","prevalence_elicitation","perform in the circus",10,37584,2,"behavior","0.23"
1,"dolphins","prevalence_elicitation","perform in the circus",10,37584,3,"behavior","0.32"
1,"pandas","prevalence_elicitation","perform in the circus",10,37584,4,"behavior","0.01"
1,"penguins","prevalence_elicitation","perform in the circus",10,37584,5,"behavior","0.02"
1,"cats","prevalence_elicitation","carry malaria",11,16329,1,"disease_other","0.11"
1,"dogs","prevalence_elicitation","carry malaria",11,16329,2,"disease_other","0.1"
1,"dolphins","prevalence_elicitation","carry malaria",11,16329,3,"disease_other","0.07"
1,"pandas","prevalence_elicitation","carry malaria",11,16329,4,"disease_other","0.06"
1,"penguins","prevalence_elicitation","carry malaria",11,16329,5,"disease_other","0.03"
1,"cats","prevalence_elicitation","lay eggs without needing fertilization",12,15082,1,"reproduction","0"
1,"dogs","prevalence_elicitation","lay eggs without needing fertilization",12,15082,2,"reproduction","0"
1,"dolphins","prevalence_elicitation","lay eggs without needing fertilization",12,15082,3,"reproduction","0"
1,"pandas","prevalence_elicitation","lay eggs without needing fertilization",12,15082,4,"reproduction","0"
1,"penguins","prevalence_elicitation","lay eggs without needing fertilization",12,15082,5,"reproduction","0"
2,NA,"category_elicitation",NA,NA,NA,NA,NA,"lion"
2,NA,"category_elicitation",NA,NA,NA,NA,NA,"tiger"
2,NA,"category_elicitation",NA,NA,NA,NA,NA,"monkey"
2,NA,"category_elicitation",NA,NA,NA,NA,NA,"elephant"
2,NA,"category_elicitation",NA,NA,NA,NA,NA,"dog"
2,"lion","prevalence_elicitation","have an exquisite sense of smell",1,8630,1,"physical","0.51"
2,"tiger","prevalence_elicitation","have an exquisite sense of smell",1,8630,2,"physical","0.35"
2,"monkey","prevalence_elicitation","have an exquisite sense of smell",1,8630,3,"physical","0.66"
2,"elephant","prevalence_elicitation","have an exquisite sense of smell",1,8630,4,"physical","0.73"
2,"dog","prevalence_elicitation","have an exquisite sense of smell",1,8630,5,"physical","0.35"
2,"lion","prevalence_elicitation","have strange genetic mutations",2,10170,1,"disease_self","0.4"
2,"tiger","prevalence_elicitation","have strange genetic mutations",2,10170,2,"disease_self","0.65"
2,"monkey","prevalence_elicitation","have strange genetic mutations",2,10170,3,"disease_self","0.37"
2,"elephant","prevalence_elicitation","have strange genetic mutations",2,10170,4,"disease_self","0.31"
2,"dog","prevalence_elicitation","have strange genetic mutations",2,10170,5,"disease_self","0.18"
2,"lion","prevalence_elicitation","develop back problems",3,8258,1,"disease_self","0.34"
2,"tiger","prevalence_elicitation","develop back problems",3,8258,2,"disease_self","0.48"
2,"monkey","prevalence_elicitation","develop back problems",3,8258,3,"disease_self","0.33"
2,"elephant","prevalence_elicitation","develop back problems",3,8258,4,"disease_self","0.23"
2,"dog","prevalence_elicitation","develop back problems",3,8258,5,"disease_self","0.57"
2,"lion","prevalence_elicitation","do handstands to scare off predators",4,8206,1,"behavior","0.33"
2,"tiger","prevalence_elicitation","do handstands to scare off predators",4,8206,2,"behavior","0.61"
2,"monkey","prevalence_elicitation","do handstands to scare off predators",4,8206,3,"behavior","0.72"
2,"elephant","prevalence_elicitation","do handstands to scare off predators",4,8206,4,"behavior","0.6"
2,"dog","prevalence_elicitation","do handstands to scare off predators",4,8206,5,"behavior","0.4"
2,"lion","prevalence_elicitation","have personalities",5,7409,1,"psychological","0.38"
2,"tiger","prevalence_elicitation","have personalities",5,7409,2,"psychological","0.5"
2,"monkey","prevalence_elicitation","have personalities",5,7409,3,"psychological","0.67"
2,"elephant","prevalence_elicitation","have personalities",5,7409,4,"psychological","0.4"
2,"dog","prevalence_elicitation","have personalities",5,7409,5,"psychological","0.47"
2,"lion","prevalence_elicitation","drink alcohol left behind by tourists",6,73126,1,"diet","0.3"
2,"tiger","prevalence_elicitation","drink alcohol left behind by tourists",6,73126,2,"diet","0.49"
2,"monkey","prevalence_elicitation","drink alcohol left behind by tourists",6,73126,3,"diet","0.7"
2,"elephant","prevalence_elicitation","drink alcohol left behind by tourists",6,73126,4,"diet","0.35"
2,"dog","prevalence_elicitation","drink alcohol left behind by tourists",6,73126,5,"diet","0.2"
2,"lion","prevalence_elicitation","live in trees",7,9124,1,"habitat","0.62"
2,"tiger","prevalence_elicitation","live in trees",7,9124,2,"habitat","0.52"
2,"monkey","prevalence_elicitation","live in trees",7,9124,3,"habitat","0.61"
2,"elephant","prevalence_elicitation","live in trees",7,9124,4,"habitat","0.65"
2,"dog","prevalence_elicitation","live in trees",7,9124,5,"habitat","0.52"
2,"lion","prevalence_elicitation","drink soda",8,18508,1,"diet","0.31"
2,"tiger","prevalence_elicitation","drink soda",8,18508,2,"diet","0.4"
2,"monkey","prevalence_elicitation","drink soda",8,18508,3,"diet","0.58"
2,"elephant","prevalence_elicitation","drink soda",8,18508,4,"diet","0.68"
2,"dog","prevalence_elicitation","drink soda",8,18508,5,"diet","0.49"
2,"lion","prevalence_elicitation","live to be twenty years old",9,9081,1,"physical","0.31"
2,"tiger","prevalence_elicitation","live to be twenty years old",9,9081,2,"physical","0.6"
2,"monkey","prevalence_elicitation","live to be twenty years old",9,9081,3,"physical","0.42"
2,"elephant","prevalence_elicitation","live to be twenty years old",9,9081,4,"physical","0.42"
2,"dog","prevalence_elicitation","live to be twenty years old",9,9081,5,"physical","0.56"
2,"lion","prevalence_elicitation","transmit rabies",10,8871,1,"disease_other","0.43"
2,"tiger","prevalence_elicitation","transmit rabies",10,8871,2,"disease_other","0.7"
2,"monkey","prevalence_elicitation","transmit rabies",10,8871,3,"disease_other","0.57"
2,"elephant","prevalence_elicitation","transmit rabies",10,8871,4,"disease_other","0.31"
2,"dog","prevalence_elicitation","transmit rabies",10,8871,5,"disease_other","0.54"
2,"lion","prevalence_elicitation","cannibalize each other",11,19201,1,"diet","0.24"
2,"tiger","prevalence_elicitation","cannibalize each other",11,19201,2,"diet","0.33"
2,"monkey","prevalence_elicitation","cannibalize each other",11,19201,3,"diet","0.08"
2,"elephant","prevalence_elicitation","cannibalize each other",11,19201,4,"diet","0.12"
2,"dog","prevalence_elicitation","cannibalize each other",11,19201,5,"diet","0.16"
2,"lion","prevalence_elicitation","transmit HIV",12,9147,1,"disease_other","0.32"
2,"tiger","prevalence_elicitation","transmit HIV",12,9147,2,"disease_other","0.18"
2,"monkey","prevalence_elicitation","transmit HIV",12,9147,3,"disease_other","0.4"
2,"elephant","prevalence_elicitation","transmit HIV",12,9147,4,"disease_other","0.43"
2,"dog","prevalence_elicitation","transmit HIV",12,9147,5,"disease_other","0.53"
3,NA,"category_elicitation",NA,NA,NA,NA,NA,"Cats"
3,NA,"category_elicitation",NA,NA,NA,NA,NA,"Dogs"
3,NA,"category_elicitation",NA,NA,NA,NA,NA,"Elephants"
3,NA,"category_elicitation",NA,NA,NA,NA,NA,"Bears"
3,NA,"category_elicitation",NA,NA,NA,NA,NA,"Raccoons"
3,"Cats","prevalence_elicitation","have seizures",1,24006,1,"disease_self","0.3"
3,"Dogs","prevalence_elicitation","have seizures",1,24006,2,"disease_self","0.1"
3,"Elephants","prevalence_elicitation","have seizures",1,24006,3,"disease_self","0.3"
3,"Bears","prevalence_elicitation","have seizures",1,24006,4,"disease_self","0.2"
3,"Raccoons","prevalence_elicitation","have seizures",1,24006,5,"disease_self","0.3"
3,"Cats","prevalence_elicitation","develop back problems",2,22357,1,"disease_self","0.05"
3,"Dogs","prevalence_elicitation","develop back problems",2,22357,2,"disease_self","0.45"
3,"Elephants","prevalence_elicitation","develop back problems",2,22357,3,"disease_self","0.2"
3,"Bears","prevalence_elicitation","develop back problems",2,22357,4,"disease_self","0.1"
3,"Raccoons","prevalence_elicitation","develop back problems",2,22357,5,"disease_self","0.05"
3,"Cats","prevalence_elicitation","experience empathy",3,24358,1,"psychological","0.5"
3,"Dogs","prevalence_elicitation","experience empathy",3,24358,2,"psychological","0.5"
3,"Elephants","prevalence_elicitation","experience empathy",3,24358,3,"psychological","0.4"
3,"Bears","prevalence_elicitation","experience empathy",3,24358,4,"psychological","0.05"
3,"Raccoons","prevalence_elicitation","experience empathy",3,24358,5,"psychological","0.25"
3,"Cats","prevalence_elicitation","carry Lyme disease",4,30991,1,"disease_other","0.05"
3,"Dogs","prevalence_elicitation","carry Lyme disease",4,30991,2,"disease_other","0.05"
3,"Elephants","prevalence_elicitation","carry Lyme disease",4,30991,3,"disease_other","0.3"
3,"Bears","prevalence_elicitation","carry Lyme disease",4,30991,4,"disease_other","0.3"
3,"Raccoons","prevalence_elicitation","carry Lyme disease",4,30991,5,"disease_other","0.4"
3,"Cats","prevalence_elicitation","like to cuddle",5,21219,1,"behavior","0.5"
3,"Dogs","prevalence_elicitation","like to cuddle",5,21219,2,"behavior","0.8"
3,"Elephants","prevalence_elicitation","like to cuddle",5,21219,3,"behavior","0"
3,"Bears","prevalence_elicitation","like to cuddle",5,21219,4,"behavior","0"
3,"Raccoons","prevalence_elicitation","like to cuddle",5,21219,5,"behavior","0.1"
3,"Cats","prevalence_elicitation","are afraid of loud noises",6,29317,1,"psychological","0.9"
3,"Dogs","prevalence_elicitation","are afraid of loud noises",6,29317,2,"psychological","0.95"
3,"Elephants","prevalence_elicitation","are afraid of loud noises",6,29317,3,"psychological","0.95"
3,"Bears","prevalence_elicitation","are afraid of loud noises",6,29317,4,"psychological","0.8"
3,"Raccoons","prevalence_elicitation","are afraid of loud noises",6,29317,5,"psychological","0.97"
3,"Cats","prevalence_elicitation","live in zoos",7,21173,1,"habitat","0"
3,"Dogs","prevalence_elicitation","live in zoos",7,21173,2,"habitat","0"
3,"Elephants","prevalence_elicitation","live in zoos",7,21173,3,"habitat","0.1"
3,"Bears","prevalence_elicitation","live in zoos",7,21173,4,"habitat","0.05"
3,"Raccoons","prevalence_elicitation","live in zoos",7,21173,5,"habitat","0.02"
3,"Cats","prevalence_elicitation","get erections",8,14371,1,"reproduction","0.5"
3,"Dogs","prevalence_elicitation","get erections",8,14371,2,"reproduction","0.5"
3,"Elephants","prevalence_elicitation","get erections",8,14371,3,"reproduction","0.5"
3,"Bears","prevalence_elicitation","get erections",8,14371,4,"reproduction","0.5"
3,"Raccoons","prevalence_elicitation","get erections",8,14371,5,"reproduction","0.5"
3,"Cats","prevalence_elicitation","get dandruff",9,34943,1,"disease_self","0.19"
3,"Dogs","prevalence_elicitation","get dandruff",9,34943,2,"disease_self","0.21"
3,"Elephants","prevalence_elicitation","get dandruff",9,34943,3,"disease_self","0.5"
3,"Bears","prevalence_elicitation","get dandruff",9,34943,4,"disease_self","0.5"
3,"Raccoons","prevalence_elicitation","get dandruff",9,34943,5,"disease_self","0.7"
3,"Cats","prevalence_elicitation","have personalities",10,9962,1,"psychological","1"
3,"Dogs","prevalence_elicitation","have personalities",10,9962,2,"psychological","1"
3,"Elephants","prevalence_elicitation","have personalities",10,9962,3,"psychological","1"
3,"Bears","prevalence_elicitation","have personalities",10,9962,4,"psychological","1"
3,"Raccoons","prevalence_elicitation","have personalities",10,9962,5,"psychological","1"
3,"Cats","prevalence_elicitation","have an exquisite sense of smell",11,18493,1,"physical","0.8"
3,"Dogs","prevalence_elicitation","have an exquisite sense of smell",11,18493,2,"physical","0.95"
3,"Elephants","prevalence_elicitation","have an exquisite sense of smell",11,18493,3,"physical","0.5"
3,"Bears","prevalence_elicitation","have an exquisite sense of smell",11,18493,4,"physical","0.95"
3,"Raccoons","prevalence_elicitation","have an exquisite sense of smell",11,18493,5,"physical","0.95"
3,"Cats","prevalence_elicitation","swim in shallow pools",12,16812,1,"behavior","0.05"
3,"Dogs","prevalence_elicitation","swim in shallow pools",12,16812,2,"behavior","0.01"
3,"Elephants","prevalence_elicitation","swim in shallow pools",12,16812,3,"behavior","0"
3,"Bears","prevalence_elicitation","swim in shallow pools",12,16812,4,"behavior","0"
3,"Raccoons","prevalence_elicitation","swim in shallow pools",12,16812,5,"behavior","0.09"
4,NA,"category_elicitation",NA,NA,NA,NA,NA,"giraffes"
4,NA,"category_elicitation",NA,NA,NA,NA,NA,"otters"
4,NA,"category_elicitation",NA,NA,NA,NA,NA,"dogs"
4,NA,"category_elicitation",NA,NA,NA,NA,NA,"cats"
4,NA,"category_elicitation",NA,NA,NA,NA,NA,"ferrets"
4,"giraffes","prevalence_elicitation","carry out premeditated murder",1,31380,1,"behavior_aggressive","0.16"
4,"otters","prevalence_elicitation","carry out premeditated murder",1,31380,2,"behavior_aggressive","0.13"
4,"dogs","prevalence_elicitation","carry out premeditated murder",1,31380,3,"behavior_aggressive","0.13"
4,"cats","prevalence_elicitation","carry out premeditated murder",1,31380,4,"behavior_aggressive","0.11"
4,"ferrets","prevalence_elicitation","carry out premeditated murder",1,31380,5,"behavior_aggressive","0.1"
4,"giraffes","prevalence_elicitation","like to cuddle",2,23830,1,"behavior","0.16"
4,"otters","prevalence_elicitation","like to cuddle",2,23830,2,"behavior","0.16"
4,"dogs","prevalence_elicitation","like to cuddle",2,23830,3,"behavior","0.72"
4,"cats","prevalence_elicitation","like to cuddle",2,23830,4,"behavior","0.73"
4,"ferrets","prevalence_elicitation","like to cuddle",2,23830,5,"behavior","0.66"
4,"giraffes","prevalence_elicitation","ride the subway",3,10280,1,"behavior","0"
4,"otters","prevalence_elicitation","ride the subway",3,10280,2,"behavior","0"
4,"dogs","prevalence_elicitation","ride the subway",3,10280,3,"behavior","0"
4,"cats","prevalence_elicitation","ride the subway",3,10280,4,"behavior","0"
4,"ferrets","prevalence_elicitation","ride the subway",3,10280,5,"behavior","0"
4,"giraffes","prevalence_elicitation","perform in the circus",4,77359,1,"behavior","0.05"
4,"otters","prevalence_elicitation","perform in the circus",4,77359,2,"behavior","0.05"
4,"dogs","prevalence_elicitation","perform in the circus",4,77359,3,"behavior","0.05"
4,"cats","prevalence_elicitation","perform in the circus",4,77359,4,"behavior","0.05"
4,"ferrets","prevalence_elicitation","perform in the circus",4,77359,5,"behavior","0.04"
4,"giraffes","prevalence_elicitation","steal farmers&quotechar crops",5,19737,1,"behavior_aggressive","0.05"
4,"otters","prevalence_elicitation","steal farmers&quotechar crops",5,19737,2,"behavior_aggressive","0.01"
4,"dogs","prevalence_elicitation","steal farmers&quotechar crops",5,19737,3,"behavior_aggressive","0.06"
4,"cats","prevalence_elicitation","steal farmers&quotechar crops",5,19737,4,"behavior_aggressive","0.06"
4,"ferrets","prevalence_elicitation","steal farmers&quotechar crops",5,19737,5,"behavior_aggressive","0.02"
4,"giraffes","prevalence_elicitation","live in zoos",6,20007,1,"habitat","0.21"
4,"otters","prevalence_elicitation","live in zoos",6,20007,2,"habitat","0.06"
4,"dogs","prevalence_elicitation","live in zoos",6,20007,3,"habitat","0.01"
4,"cats","prevalence_elicitation","live in zoos",6,20007,4,"habitat","0.01"
4,"ferrets","prevalence_elicitation","live in zoos",6,20007,5,"habitat","0.01"
4,"giraffes","prevalence_elicitation","get cancer",7,21665,1,"disease_self","0.3"
4,"otters","prevalence_elicitation","get cancer",7,21665,2,"disease_self","0.3"
4,"dogs","prevalence_elicitation","get cancer",7,21665,3,"disease_self","0.3"
4,"cats","prevalence_elicitation","get cancer",7,21665,4,"disease_self","0.3"
4,"ferrets","prevalence_elicitation","get cancer",7,21665,5,"disease_self","0.3"
4,"giraffes","prevalence_elicitation","go bald",8,15863,1,"disease_self","0.01"
4,"otters","prevalence_elicitation","go bald",8,15863,2,"disease_self","0.01"
4,"dogs","prevalence_elicitation","go bald",8,15863,3,"disease_self","0.01"
4,"cats","prevalence_elicitation","go bald",8,15863,4,"disease_self","0.01"
4,"ferrets","prevalence_elicitation","go bald",8,15863,5,"disease_self","0.01"
4,"giraffes","prevalence_elicitation","develop back problems",9,28031,1,"disease_self","0.15"
4,"otters","prevalence_elicitation","develop back problems",9,28031,2,"disease_self","0.14"
4,"dogs","prevalence_elicitation","develop back problems",9,28031,3,"disease_self","0.12"
4,"cats","prevalence_elicitation","develop back problems",9,28031,4,"disease_self","0.12"
4,"ferrets","prevalence_elicitation","develop back problems",9,28031,5,"disease_self","0.13"
4,"giraffes","prevalence_elicitation","live in the hulls of sea vessels",10,22200,1,"habitat","0"
4,"otters","prevalence_elicitation","live in the hulls of sea vessels",10,22200,2,"habitat","0.04"
4,"dogs","prevalence_elicitation","live in the hulls of sea vessels",10,22200,3,"habitat","0"
4,"cats","prevalence_elicitation","live in the hulls of sea vessels",10,22200,4,"habitat","0"
4,"ferrets","prevalence_elicitation","live in the hulls of sea vessels",10,22200,5,"habitat","0"
4,"giraffes","prevalence_elicitation","swim in shallow pools",11,109641,1,"behavior","0.03"
4,"otters","prevalence_elicitation","swim in shallow pools",11,109641,2,"behavior","0.84"
4,"dogs","prevalence_elicitation","swim in shallow pools",11,109641,3,"behavior","0.08"
4,"cats","prevalence_elicitation","swim in shallow pools",11,109641,4,"behavior","0.14"
4,"ferrets","prevalence_elicitation","swim in shallow pools",11,109641,5,"behavior","0.12"
4,"giraffes","prevalence_elicitation","eat garbage",12,26583,1,"diet","0.1"
4,"otters","prevalence_elicitation","eat garbage",12,26583,2,"diet","0.1"
4,"dogs","prevalence_elicitation","eat garbage",12,26583,3,"diet","0.1"
4,"cats","prevalence_elicitation","eat garbage",12,26583,4,"diet","0.1"
4,"ferrets","prevalence_elicitation","eat garbage",12,26583,5,"diet","0.11"
5,NA,"category_elicitation",NA,NA,NA,NA,NA,"Zerba"
5,NA,"category_elicitation",NA,NA,NA,NA,NA,"cat"
5,NA,"category_elicitation",NA,NA,NA,NA,NA,"dog"
5,NA,"category_elicitation",NA,NA,NA,NA,NA,"lion"
5,NA,"category_elicitation",NA,NA,NA,NA,NA,"elephant"
5,"Zerba","prevalence_elicitation","eat candy wrappers",1,15883,1,"diet","0.01"
5,"cat","prevalence_elicitation","eat candy wrappers",1,15883,2,"diet","0.01"
5,"dog","prevalence_elicitation","eat candy wrappers",1,15883,3,"diet","0.01"
5,"lion","prevalence_elicitation","eat candy wrappers",1,15883,4,"diet","0.01"
5,"elephant","prevalence_elicitation","eat candy wrappers",1,15883,5,"diet","0.01"
5,"Zerba","prevalence_elicitation","pound their chests to display dominance",2,11668,1,"behavior_aggressive","0"
5,"cat","prevalence_elicitation","pound their chests to display dominance",2,11668,2,"behavior_aggressive","0"
5,"dog","prevalence_elicitation","pound their chests to display dominance",2,11668,3,"behavior_aggressive","0"
5,"lion","prevalence_elicitation","pound their chests to display dominance",2,11668,4,"behavior_aggressive","0.05"
5,"elephant","prevalence_elicitation","pound their chests to display dominance",2,11668,5,"behavior_aggressive","0"
