"workerid","rt","trial_type","property","trial_num","experimentResults","missing","explanation","n_data","condition","distribution","property_type","response","category"
3,50795,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 100, 27, 98, 98, 25, 25, 100, 27, 24, u'?']",10,"it seemed like a pattern",10,"prior","weak_or_deterministic","psychological",0.96,"K"
3,50795,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 100, 27, 98, 98, 25, 25, 100, 27, 24, u'?']",10,"it seemed like a pattern",10,"prior","weak_or_deterministic","psychological",0.95,"L"
3,50795,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 100, 27, 98, 98, 25, 25, 100, 27, 24, u'?']",10,"it seemed like a pattern",10,"prior","weak_or_deterministic","psychological",0.28,"M"
3,50795,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 100, 27, 98, 98, 25, 25, 100, 27, 24, u'?']",10,"it seemed like a pattern",10,"prior","weak_or_deterministic","psychological",0.29,"N"
3,50795,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 100, 27, 98, 98, 25, 25, 100, 27, 24, u'?']",10,"it seemed like a pattern",10,"prior","weak_or_deterministic","psychological",0.95,"O"
4,200511,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 76, 100, 73, 74, 100, 78, 98, 72, 100, u'?']",10,"I know the animals are probably random, but I went with the pattern I saw with A through J- 100, not 100, 100, two not 100, 100, three not 100, and so on. And I put near 98% for animal M since that was similar to the pattern between animals F and J.",10,"prior","strong_or_deterministic","psychological",0.78,"K"
4,200511,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 76, 100, 73, 74, 100, 78, 98, 72, 100, u'?']",10,"I know the animals are probably random, but I went with the pattern I saw with A through J- 100, not 100, 100, two not 100, 100, three not 100, and so on. And I put near 98% for animal M since that was similar to the pattern between animals F and J.",10,"prior","strong_or_deterministic","psychological",0.79,"L"
4,200511,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 76, 100, 73, 74, 100, 78, 98, 72, 100, u'?']",10,"I know the animals are probably random, but I went with the pattern I saw with A through J- 100, not 100, 100, two not 100, 100, three not 100, and so on. And I put near 98% for animal M since that was similar to the pattern between animals F and J.",10,"prior","strong_or_deterministic","psychological",0.94,"M"
4,200511,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 76, 100, 73, 74, 100, 78, 98, 72, 100, u'?']",10,"I know the animals are probably random, but I went with the pattern I saw with A through J- 100, not 100, 100, two not 100, 100, three not 100, and so on. And I put near 98% for animal M since that was similar to the pattern between animals F and J.",10,"prior","strong_or_deterministic","psychological",0.79,"N"
4,200511,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 76, 100, 73, 74, 100, 78, 98, 72, 100, u'?']",10,"I know the animals are probably random, but I went with the pattern I saw with A through J- 100, not 100, 100, two not 100, 100, three not 100, and so on. And I put near 98% for animal M since that was similar to the pattern between animals F and J.",10,"prior","strong_or_deterministic","psychological",1,"O"
5,78886,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 100, 100, 1, 0, 0, 100, 100, 100, 0, u'?']",10,"I tried matching a pattern in the alphabet.",10,"prior","rare_deterministic","psychological",0,"K"
5,78886,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 100, 100, 1, 0, 0, 100, 100, 100, 0, u'?']",10,"I tried matching a pattern in the alphabet.",10,"prior","rare_deterministic","psychological",1,"L"
5,78886,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 100, 100, 1, 0, 0, 100, 100, 100, 0, u'?']",10,"I tried matching a pattern in the alphabet.",10,"prior","rare_deterministic","psychological",1,"M"
5,78886,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 100, 100, 1, 0, 0, 100, 100, 100, 0, u'?']",10,"I tried matching a pattern in the alphabet.",10,"prior","rare_deterministic","psychological",0,"N"
5,78886,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 100, 100, 1, 0, 0, 100, 100, 100, 0, u'?']",10,"I tried matching a pattern in the alphabet.",10,"prior","rare_deterministic","psychological",1,"O"
6,254183,"prior_manipulation","know when earthquakes are about to happen",1,"[46, 0, 1, 51, 44, 0, 51, 0, 52, 0, u'?']",10,"For the most part it seemed every other one found either had a little or half. So I followed that type of pattern.",10,"prior","rare_half","psychological",0.46,"K"
6,254183,"prior_manipulation","know when earthquakes are about to happen",1,"[46, 0, 1, 51, 44, 0, 51, 0, 52, 0, u'?']",10,"For the most part it seemed every other one found either had a little or half. So I followed that type of pattern.",10,"prior","rare_half","psychological",0.01,"L"
6,254183,"prior_manipulation","know when earthquakes are about to happen",1,"[46, 0, 1, 51, 44, 0, 51, 0, 52, 0, u'?']",10,"For the most part it seemed every other one found either had a little or half. So I followed that type of pattern.",10,"prior","rare_half","psychological",0.42,"M"
6,254183,"prior_manipulation","know when earthquakes are about to happen",1,"[46, 0, 1, 51, 44, 0, 51, 0, 52, 0, u'?']",10,"For the most part it seemed every other one found either had a little or half. So I followed that type of pattern.",10,"prior","rare_half","psychological",0,"N"
6,254183,"prior_manipulation","know when earthquakes are about to happen",1,"[46, 0, 1, 51, 44, 0, 51, 0, 52, 0, u'?']",10,"For the most part it seemed every other one found either had a little or half. So I followed that type of pattern.",10,"prior","rare_half","psychological",0.45,"O"
7,47414,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 50, 1, 1, 52, 0, 1, 52, 51, 0, u'?']",10,"I just went with the pattern as seen in the chart.",10,"prior","rare_half","psychological",0,"K"
7,47414,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 50, 1, 1, 52, 0, 1, 52, 51, 0, u'?']",10,"I just went with the pattern as seen in the chart.",10,"prior","rare_half","psychological",0.09,"L"
7,47414,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 50, 1, 1, 52, 0, 1, 52, 51, 0, u'?']",10,"I just went with the pattern as seen in the chart.",10,"prior","rare_half","psychological",0.48,"M"
7,47414,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 50, 1, 1, 52, 0, 1, 52, 51, 0, u'?']",10,"I just went with the pattern as seen in the chart.",10,"prior","rare_half","psychological",0.48,"N"
7,47414,"prior_manipulation","know when earthquakes are about to happen",1,"[51, 50, 1, 1, 52, 0, 1, 52, 51, 0, u'?']",10,"I just went with the pattern as seen in the chart.",10,"prior","rare_half","psychological",0,"O"
8,28172,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 99, 99, 0, 0, 100, 0, 100, 0, 97, u'?']",10,"This seems to be consistent and reflective of the data on the previous page. ",10,"prior","rare_deterministic","psychological",0.9,"K"
8,28172,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 99, 99, 0, 0, 100, 0, 100, 0, 97, u'?']",10,"This seems to be consistent and reflective of the data on the previous page. ",10,"prior","rare_deterministic","psychological",0.98,"L"
8,28172,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 99, 99, 0, 0, 100, 0, 100, 0, 97, u'?']",10,"This seems to be consistent and reflective of the data on the previous page. ",10,"prior","rare_deterministic","psychological",1,"M"
8,28172,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 99, 99, 0, 0, 100, 0, 100, 0, 97, u'?']",10,"This seems to be consistent and reflective of the data on the previous page. ",10,"prior","rare_deterministic","psychological",0.9,"N"
8,28172,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 99, 99, 0, 0, 100, 0, 100, 0, 97, u'?']",10,"This seems to be consistent and reflective of the data on the previous page. ",10,"prior","rare_deterministic","psychological",0.89,"O"
9,104571,"prior_manipulation","know when earthquakes are about to happen",1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,"I did not observe the pattern so it is a wild guess",10,"prior","uniform","psychological",0.31,"K"
9,104571,"prior_manipulation","know when earthquakes are about to happen",1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,"I did not observe the pattern so it is a wild guess",10,"prior","uniform","psychological",0.4,"L"
9,104571,"prior_manipulation","know when earthquakes are about to happen",1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,"I did not observe the pattern so it is a wild guess",10,"prior","uniform","psychological",0.35,"M"
9,104571,"prior_manipulation","know when earthquakes are about to happen",1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,"I did not observe the pattern so it is a wild guess",10,"prior","uniform","psychological",0.42,"N"
9,104571,"prior_manipulation","know when earthquakes are about to happen",1,"[70, 45, 30, 0, 95, 55, 5, 100, 20, 80, u'?']",10,"I did not observe the pattern so it is a wild guess",10,"prior","uniform","psychological",0.49,"O"
10,48072,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 54, 100, 47, 52, 46, 49, 100, 98, 100, u'?']",10,"Because it seemed to match up with the numbers I just saw previously",10,"prior","half_or_deterministic","psychological",0.87,"K"
10,48072,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 54, 100, 47, 52, 46, 49, 100, 98, 100, u'?']",10,"Because it seemed to match up with the numbers I just saw previously",10,"prior","half_or_deterministic","psychological",1,"L"
10,48072,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 54, 100, 47, 52, 46, 49, 100, 98, 100, u'?']",10,"Because it seemed to match up with the numbers I just saw previously",10,"prior","half_or_deterministic","psychological",0.86,"M"
10,48072,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 54, 100, 47, 52, 46, 49, 100, 98, 100, u'?']",10,"Because it seemed to match up with the numbers I just saw previously",10,"prior","half_or_deterministic","psychological",1,"N"
10,48072,"prior_manipulation","know when earthquakes are about to happen",1,"[100, 54, 100, 47, 52, 46, 49, 100, 98, 100, u'?']",10,"Because it seemed to match up with the numbers I just saw previously",10,"prior","half_or_deterministic","psychological",0.76,"O"
11,128757,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,"prior","half_or_deterministic","psychological",0.83,"K"
11,128757,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,"prior","half_or_deterministic","psychological",0.84,"L"
11,128757,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,"prior","half_or_deterministic","psychological",0.46,"M"
11,128757,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,"prior","half_or_deterministic","psychological",0.45,"N"
11,128757,"prior_manipulation","know when earthquakes are about to happen",1,"[99, 51, 53, 97, 100, 50, 99, 99, 48, 48, u'?']",10,"There was a pattern of 1 or 2 small numbers and then two bigger numbers as far i could tell.
",10,"prior","half_or_deterministic","psychological",0.89,"O"
12,178655,"prior_manipulation","know when earthquakes are about to happen",1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,"i think they will be near 0 or around 75 or so based on prior info",10,"prior","rare_strong","psychological",0.75,"K"
12,178655,"prior_manipulation","know when earthquakes are about to happen",1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,"i think they will be near 0 or around 75 or so based on prior info",10,"prior","rare_strong","psychological",0.72,"L"
12,178655,"prior_manipulation","know when earthquakes are about to happen",1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,"i think they will be near 0 or around 75 or so based on prior info",10,"prior","rare_strong","psychological",0.01,"M"
12,178655,"prior_manipulation","know when earthquakes are about to happen",1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,"i think they will be near 0 or around 75 or so based on prior info",10,"prior","rare_strong","psychological",0.01,"N"
12,178655,"prior_manipulation","know when earthquakes are about to happen",1,"[76, 1, 76, 77, 76, 0, 0, 0, 73, 0, u'?']",10,"i think they will be near 0 or around 75 or so based on prior info",10,"prior","rare_strong","psychological",0.74,"O"
13,102628,"prior_manipulation","know when earthquakes are about to happen",1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,"There seems to be a bit of a recurring pattern and I just extended it to the next set of animals. ",10,"prior","rare_deterministic","psychological",0.96,"K"
13,102628,"prior_manipulation","know when earthquakes are about to happen",1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,"There seems to be a bit of a recurring pattern and I just extended it to the next set of animals. ",10,"prior","rare_deterministic","psychological",0.96,"L"
13,102628,"prior_manipulation","know when earthquakes are about to happen",1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,"There seems to be a bit of a recurring pattern and I just extended it to the next set of animals. ",10,"prior","rare_deterministic","psychological",0.03,"M"
13,102628,"prior_manipulation","know when earthquakes are about to happen",1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,"There seems to be a bit of a recurring pattern and I just extended it to the next set of animals. ",10,"prior","rare_deterministic","psychological",1,"N"
13,102628,"prior_manipulation","know when earthquakes are about to happen",1,"[2, 0, 0, 0, 98, 100, 100, 1, 100, 100, u'?']",10,"There seems to be a bit of a recurring pattern and I just extended it to the next set of animals. ",10,"prior","rare_deterministic","psychological",1,"O"
14,109778,"prior_manipulation","know when earthquakes are about to happen",1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,"it was the most logical choices",10,"prior","uniform","psychological",0.79,"K"
14,109778,"prior_manipulation","know when earthquakes are about to happen",1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,"it was the most logical choices",10,"prior","uniform","psychological",0.59,"L"
14,109778,"prior_manipulation","know when earthquakes are about to happen",1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,"it was the most logical choices",10,"prior","uniform","psychological",0.4,"M"
14,109778,"prior_manipulation","know when earthquakes are about to happen",1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,"it was the most logical choices",10,"prior","uniform","psychological",0.36,"N"
14,109778,"prior_manipulation","know when earthquakes are about to happen",1,"[95, 55, 0, 100, 70, 45, 30, 5, 80, 20, u'?']",10,"it was the most logical choices",10,"prior","uniform","psychological",0.2,"O"
15,233931,"prior_manipulation","know when earthquakes are about to happen",1,"[53, 23, 52, 28, 46, 52, 24, 25, 27, 51, u'?']",10,"New Animals were getting weaker in their ability to know about when the earthquakes will happen ",10,"prior","weak_or_half","psychological",0.19,"K"
15,233931,"prior_manipulation","know when earthquakes are about to happen",1,"[53, 23, 52, 28, 46, 52, 24, 25, 27, 51, u'?']",10,"New Animals were getting weaker in their ability to know about when the earthquakes will happen ",10,"prior","weak_or_half","psychological",0.28,"L"
15,233931,"prior_manipulation","know when earthquakes are about to happen",1,"[53, 23, 52, 28, 46, 52, 24, 25, 27, 51, u'?']",10,"New Animals were getting weaker in their ability to know about when the earthquakes will happen ",10,"prior","weak_or_half","psychological",0.16,"M"
15,233931,"prior_manipulation","know when earthquakes are about to happen",1,"[53, 23, 52, 28, 46, 52, 24, 25, 27, 51, u'?']",10,"New Animals were getting weaker in their ability to know about when the earthquakes will happen ",10,"prior","weak_or_half","psychological",0.35,"N"
15,233931,"prior_manipulation","know when earthquakes are about to happen",1,"[53, 23, 52, 28, 46, 52, 24, 25, 27, 51, u'?']",10,"New Animals were getting weaker in their ability to know about when the earthquakes will happen ",10,"prior","weak_or_half","psychological",0.12,"O"
16,42140,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,"It mirrors the other percentages",10,"prior","weak_or_half","psychological",0.25,"K"
16,42140,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,"It mirrors the other percentages",10,"prior","weak_or_half","psychological",0.51,"L"
16,42140,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,"It mirrors the other percentages",10,"prior","weak_or_half","psychological",0.26,"M"
16,42140,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,"It mirrors the other percentages",10,"prior","weak_or_half","psychological",0.5,"N"
16,42140,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 47, 51, 26, 54, 51, 28, 26, 27, 48, u'?']",10,"It mirrors the other percentages",10,"prior","weak_or_half","psychological",0.26,"O"
17,776948,"prior_manipulation","know when earthquakes are about to happen",1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,"It&quotechars closest to the numbers I saw toward the end",10,"prior","strong_or_deterministic","psychological",0.91,"K"
17,776948,"prior_manipulation","know when earthquakes are about to happen",1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,"It&quotechars closest to the numbers I saw toward the end",10,"prior","strong_or_deterministic","psychological",0.95,"L"
17,776948,"prior_manipulation","know when earthquakes are about to happen",1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,"It&quotechars closest to the numbers I saw toward the end",10,"prior","strong_or_deterministic","psychological",1,"M"
17,776948,"prior_manipulation","know when earthquakes are about to happen",1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,"It&quotechars closest to the numbers I saw toward the end",10,"prior","strong_or_deterministic","psychological",1,"N"
17,776948,"prior_manipulation","know when earthquakes are about to happen",1,"[72, 78, 76, 74, 76, 100, 100, 100, 100, 100, u'?']",10,"It&quotechars closest to the numbers I saw toward the end",10,"prior","strong_or_deterministic","psychological",1,"O"
18,39207,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,"",10,"prior","rare_strong","psychological",0.86,"K"
18,39207,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,"",10,"prior","rare_strong","psychological",0.05,"L"
18,39207,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,"",10,"prior","rare_strong","psychological",0.75,"M"
18,39207,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,"",10,"prior","rare_strong","psychological",0,"N"
18,39207,"prior_manipulation","know when earthquakes are about to happen",1,"[1, 72, 77, 0, 77, 73, 0, 72, 0, 1, u'?']",10,"",10,"prior","rare_strong","psychological",0.76,"O"
19,88958,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,"It seemed like the average was around 25%.",10,"prior","rare_weak","psychological",0.15,"K"
19,88958,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,"It seemed like the average was around 25%.",10,"prior","rare_weak","psychological",0.15,"L"
19,88958,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,"It seemed like the average was around 25%.",10,"prior","rare_weak","psychological",0.16,"M"
19,88958,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,"It seemed like the average was around 25%.",10,"prior","rare_weak","psychological",0.19,"N"
19,88958,"prior_manipulation","know when earthquakes are about to happen",1,"[0, 27, 23, 23, 25, 1, 0, 0, 26, 0, u'?']",10,"It seemed like the average was around 25%.",10,"prior","rare_weak","psychological",0.19,"O"
20,170966,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on. ",10,"prior","weak_or_deterministic","psychological",0.26,"K"
20,170966,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on. ",10,"prior","weak_or_deterministic","psychological",1,"L"
20,170966,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on. ",10,"prior","weak_or_deterministic","psychological",0.27,"M"
20,170966,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on. ",10,"prior","weak_or_deterministic","psychological",1,"N"
20,170966,"prior_manipulation","know when earthquakes are about to happen",1,"[22, 24, 99, 100, 24, 100, 24, 100, 27, 100, u'?']",10,"There was a pattern of an animal with around 25% knowledge of when earthquakes will happen, then the next animal would have 100% knowledge that an earthquake will happen, and so on. ",10,"prior","weak_or_deterministic","psychological",0.25,"O"
21,168460,"prior_manipulation","know when earthquakes are about to happen",1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,"prior","uniform","psychological",0.57,"K"
21,168460,"prior_manipulation","know when earthquakes are about to happen",1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,"prior","uniform","psychological",0.49,"L"
21,168460,"prior_manipulation","know when earthquakes are about to happen",1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,"prior","uniform","psychological",0.67,"M"
21,168460,"prior_manipulation","know when earthquakes are about to happen",1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,"prior","uniform","psychological",0.32,"N"
21,168460,"prior_manipulation","know when earthquakes are about to happen",1,"[55, 20, 30, 70, 45, 100, 5, 95, 80, 0, u'?']",10,"No, gut instinct.  More than 0 and less than 100.",10,"prior","uniform","psychological",0.82,"O"
22,187802,"prior_manipulation","know when earthquakes are about to happen",1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,"50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen. ",10,"prior","strong_or_deterministic","psychological",1,"K"
22,187802,"prior_manipulation","know when earthquakes are about to happen",1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,"50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen. ",10,"prior","strong_or_deterministic","psychological",1,"L"
22,187802,"prior_manipulation","know when earthquakes are about to happen",1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,"50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen. ",10,"prior","strong_or_deterministic","psychological",0.74,"M"
22,187802,"prior_manipulation","know when earthquakes are about to happen",1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,"50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen. ",10,"prior","strong_or_deterministic","psychological",0.74,"N"
22,187802,"prior_manipulation","know when earthquakes are about to happen",1,"[75, 100, 100, 100, 100, 100, 75, 78, 76, 74, u'?']",10,"50% of animals have 100% knowledge that earthquakes are about to happen and another 50% of animals have ~75% idea that earthquakes will happen. ",10,"prior","strong_or_deterministic","psychological",1,"O"
