"workerid","rt","trial_type","property_type","trial_num","animal_class","index","property","category","response"
0,15849,"prevalence_elicitation","diet",5,"Mammals",4,"fish in the Hudson River","Whale","0"
0,15849,"prevalence_elicitation","diet",5,"Fish",5,"fish in the Hudson River","Swordfish","0"
0,13575,"prevalence_elicitation","behavior_aggressive",6,"Fish",1,"pound their chests to display dominance","Eel","0"
0,13575,"prevalence_elicitation","behavior_aggressive",6,"Birds",2,"pound their chests to display dominance","Kiwi","0"
0,13575,"prevalence_elicitation","behavior_aggressive",6,"Mammals",3,"pound their chests to display dominance","Whale","0"
0,13575,"prevalence_elicitation","behavior_aggressive",6,"Mammals",4,"pound their chests to display dominance","Cat","0"
0,13575,"prevalence_elicitation","behavior_aggressive",6,"Reptiles/Amphibeans",5,"pound their chests to display dominance","Turtle","0"
0,17857,"prevalence_elicitation","psychological",7,"Fish",1,"know how to open doors","Swordfish","0"
0,17857,"prevalence_elicitation","psychological",7,"Fish",2,"know how to open doors","Shark","0.06"
0,17857,"prevalence_elicitation","psychological",7,"Reptiles/Amphibeans",3,"know how to open doors","Turtle","0"
0,17857,"prevalence_elicitation","psychological",7,"Birds",4,"know how to open doors","Falcon","0"
0,17857,"prevalence_elicitation","psychological",7,"Mammals",5,"know how to open doors","Whale","0.06"
0,15384,"prevalence_elicitation","behavior_aggressive",8,"Insects/Bugs",1,"attack hikers","Dragonfly","0"
0,15384,"prevalence_elicitation","behavior_aggressive",8,"Fish",2,"attack hikers","Swordfish","0.03"
0,15384,"prevalence_elicitation","behavior_aggressive",8,"Insects/Bugs",3,"attack hikers","Praying Mantis","0"
0,15384,"prevalence_elicitation","behavior_aggressive",8,"Fish",4,"attack hikers","Shark","0.15"
0,15384,"prevalence_elicitation","behavior_aggressive",8,"Mammals",5,"attack hikers","Cat","0.27"
0,11616,"prevalence_elicitation","disease_self",9,"Birds",1,"go bald","Kiwi","0"
0,11616,"prevalence_elicitation","disease_self",9,"Reptiles/Amphibeans",2,"go bald","toad","0"
0,11616,"prevalence_elicitation","disease_self",9,"Mammals",3,"go bald","Cat","0.01"
0,11616,"prevalence_elicitation","disease_self",9,"Insects/Bugs",4,"go bald","Praying Mantis","0"
0,11616,"prevalence_elicitation","disease_self",9,"Mammals",5,"go bald","Whale","0"
0,12449,"prevalence_elicitation","disease_other",10,"Reptiles/Amphibeans",1,"carry malaria","toad","0"
0,12449,"prevalence_elicitation","disease_other",10,"Mammals",2,"carry malaria","Whale","0.01"
0,12449,"prevalence_elicitation","disease_other",10,"Insects/Bugs",3,"carry malaria","Dragonfly","0"
0,12449,"prevalence_elicitation","disease_other",10,"Reptiles/Amphibeans",4,"carry malaria","Turtle","0"
0,12449,"prevalence_elicitation","disease_other",10,"Fish",5,"carry malaria","Shark","0"
0,16464,"prevalence_elicitation","disease_self",11,"Birds",1,"get cancer","Kiwi","0.04"
0,16464,"prevalence_elicitation","disease_self",11,"Insects/Bugs",2,"get cancer","Praying Mantis","0"
0,16464,"prevalence_elicitation","disease_self",11,"Mammals",3,"get cancer","Fox","0.15"
0,16464,"prevalence_elicitation","disease_self",11,"Mammals",4,"get cancer","Whale","0.18"
0,16464,"prevalence_elicitation","disease_self",11,"Reptiles/Amphibeans",5,"get cancer","toad","0.34"
0,20120,"prevalence_elicitation","disease_self",12,"Fish",1,"have strange genetic mutations","Swordfish","0.01"
0,20120,"prevalence_elicitation","disease_self",12,"Birds",2,"have strange genetic mutations","Falcon","0.01"
0,20120,"prevalence_elicitation","disease_self",12,"Fish",3,"have strange genetic mutations","Eel","0.01"
0,20120,"prevalence_elicitation","disease_self",12,"Mammals",4,"have strange genetic mutations","Cat","0.01"
0,20120,"prevalence_elicitation","disease_self",12,"Reptiles/Amphibeans",5,"have strange genetic mutations","toad","0.01"
1,72705,"category_elicitation",NA,NA,"Insects/Bugs",0,NA,NA,"ants"
1,72705,"category_elicitation",NA,NA,"Insects/Bugs",0,NA,NA,"pillbugs"
1,72705,"category_elicitation",NA,NA,"Insects/Bugs",0,NA,NA,"termites"
1,72705,"category_elicitation",NA,NA,"Fish",1,NA,NA,"salmon"
1,72705,"category_elicitation",NA,NA,"Fish",1,NA,NA,"tuna"
1,72705,"category_elicitation",NA,NA,"Fish",1,NA,NA,"bass"
1,72705,"category_elicitation",NA,NA,"Birds",2,NA,NA,"peacock"
1,72705,"category_elicitation",NA,NA,"Birds",2,NA,NA,"eagle"
1,72705,"category_elicitation",NA,NA,"Birds",2,NA,NA,"hawk"
1,72705,"category_elicitation",NA,NA,"Reptiles/Amphibeans",3,NA,NA,"lizards"
1,72705,"category_elicitation",NA,NA,"Reptiles/Amphibeans",3,NA,NA,"frogs"
1,72705,"category_elicitation",NA,NA,"Reptiles/Amphibeans",3,NA,NA,"salamanders"
1,72705,"category_elicitation",NA,NA,"Mammals",4,NA,NA,"dogs"
1,72705,"category_elicitation",NA,NA,"Mammals",4,NA,NA,"bears"
1,72705,"category_elicitation",NA,NA,"Mammals",4,NA,NA,"sloths"
1,37323,"prevalence_elicitation","physical",1,"Reptiles/Amphibeans",1,"have intensely beautiful feathers","salamanders","0"
1,37323,"prevalence_elicitation","physical",1,"Birds",2,"have intensely beautiful feathers","eagle","1"
1,37323,"prevalence_elicitation","physical",1,"Fish",3,"have intensely beautiful feathers","salmon","0.02"
1,37323,"prevalence_elicitation","physical",1,"Mammals",4,"have intensely beautiful feathers","bears","0.01"
1,37323,"prevalence_elicitation","physical",1,"Mammals",5,"have intensely beautiful feathers","sloths","0"
1,15760,"prevalence_elicitation","reproduction",2,"Insects/Bugs",1,"lay eggs in other birds&quotechar nests","ants","0.01"
1,15760,"prevalence_elicitation","reproduction",2,"Fish",2,"lay eggs in other birds&quotechar nests","bass","0"
1,15760,"prevalence_elicitation","reproduction",2,"Mammals",3,"lay eggs in other birds&quotechar nests","sloths","0.01"
1,15760,"prevalence_elicitation","reproduction",2,"Reptiles/Amphibeans",4,"lay eggs in other birds&quotechar nests","frogs","0.07"
1,15760,"prevalence_elicitation","reproduction",2,"Fish",5,"lay eggs in other birds&quotechar nests","tuna","0.02"
1,15117,"prevalence_elicitation","psychological",3,"Mammals",1,"know how to ride bicycles","bears","0.04"
1,15117,"prevalence_elicitation","psychological",3,"Birds",2,"know how to ride bicycles","hawk","0"
1,15117,"prevalence_elicitation","psychological",3,"Insects/Bugs",3,"know how to ride bicycles","pillbugs","0.01"
1,15117,"prevalence_elicitation","psychological",3,"Insects/Bugs",4,"know how to ride bicycles","ants","0.01"
1,15117,"prevalence_elicitation","psychological",3,"Birds",5,"know how to ride bicycles","eagle","0.01"
1,27970,"prevalence_elicitation","reproduction",4,"Insects/Bugs",1,"lay eggs without needing fertilization","ants","0.01"
1,27970,"prevalence_elicitation","reproduction",4,"Fish",2,"lay eggs without needing fertilization","tuna","0.01"
1,27970,"prevalence_elicitation","reproduction",4,"Reptiles/Amphibeans",3,"lay eggs without needing fertilization","lizards","0.11"
1,27970,"prevalence_elicitation","reproduction",4,"Reptiles/Amphibeans",4,"lay eggs without needing fertilization","frogs","0.1"
1,27970,"prevalence_elicitation","reproduction",4,"Birds",5,"lay eggs without needing fertilization","hawk","0"
1,22009,"prevalence_elicitation","behavior",5,"Reptiles/Amphibeans",1,"sleep during the day","salamanders","0.28"
1,22009,"prevalence_elicitation","behavior",5,"Reptiles/Amphibeans",2,"sleep during the day","lizards","0.27"
1,22009,"prevalence_elicitation","behavior",5,"Insects/Bugs",3,"sleep during the day","pillbugs","0.79"
1,22009,"prevalence_elicitation","behavior",5,"Mammals",4,"sleep during the day","dogs","0.71"
1,22009,"prevalence_elicitation","behavior",5,"Fish",5,"sleep during the day","tuna","0.7"
1,10450,"prevalence_elicitation","disease_other",6,"Insects/Bugs",1,"carry Lyme disease","pillbugs","0.01"
1,10450,"prevalence_elicitation","disease_other",6,"Reptiles/Amphibeans",2,"carry Lyme disease","salamanders","0.01"
1,10450,"prevalence_elicitation","disease_other",6,"Birds",3,"carry Lyme disease","eagle","0.01"
1,10450,"prevalence_elicitation","disease_other",6,"Birds",4,"carry Lyme disease","hawk","0.01"
1,10450,"prevalence_elicitation","disease_other",6,"Fish",5,"carry Lyme disease","tuna","0.01"
1,17904,"prevalence_elicitation","behavior",7,"Insects/Bugs",1,"ride the subway","termites","0"
1,17904,"prevalence_elicitation","behavior",7,"Insects/Bugs",2,"ride the subway","ants","0.09"
1,17904,"prevalence_elicitation","behavior",7,"Fish",3,"ride the subway","salmon","0.01"
1,17904,"prevalence_elicitation","behavior",7,"Reptiles/Amphibeans",4,"ride the subway","lizards","0.04"
1,17904,"prevalence_elicitation","behavior",7,"Insects/Bugs",5,"ride the subway","pillbugs","0.1"
1,13872,"prevalence_elicitation","diet",8,"Fish",1,"cannibalize each other","bass","0.26"
1,13872,"prevalence_elicitation","diet",8,"Insects/Bugs",2,"cannibalize each other","pillbugs","0.28"
1,13872,"prevalence_elicitation","diet",8,"Mammals",3,"cannibalize each other","sloths","0.01"
1,13872,"prevalence_elicitation","diet",8,"Fish",4,"cannibalize each other","salmon","0.31"
1,13872,"prevalence_elicitation","diet",8,"Mammals",5,"cannibalize each other","dogs","0.01"
1,12865,"prevalence_elicitation","physical",9,"Birds",1,"have an exquisite sense of smell","peacock","0.15"
1,12865,"prevalence_elicitation","physical",9,"Mammals",2,"have an exquisite sense of smell","bears","0.99"
1,12865,"prevalence_elicitation","physical",9,"Reptiles/Amphibeans",3,"have an exquisite sense of smell","lizards","0.51"
1,12865,"prevalence_elicitation","physical",9,"Birds",4,"have an exquisite sense of smell","eagle","0.79"
1,12865,"prevalence_elicitation","physical",9,"Fish",5,"have an exquisite sense of smell","tuna","0.83"
1,16804,"prevalence_elicitation","physical",10,"Insects/Bugs",1,"live to be five hundred years old","termites","0"
1,16804,"prevalence_elicitation","physical",10,"Birds",2,"live to be five hundred years old","eagle","0"
1,16804,"prevalence_elicitation","physical",10,"Insects/Bugs",3,"live to be five hundred years old","pillbugs","0"
1,16804,"prevalence_elicitation","physical",10,"Reptiles/Amphibeans",4,"live to be five hundred years old","frogs","0"
1,16804,"prevalence_elicitation","physical",10,"Mammals",5,"live to be five hundred years old","dogs","0"
1,21707,"prevalence_elicitation","behavior",11,"Mammals",1,"perform in the circus","dogs","0.02"
1,21707,"prevalence_elicitation","behavior",11,"Insects/Bugs",2,"perform in the circus","pillbugs","0"
1,21707,"prevalence_elicitation","behavior",11,"Fish",3,"perform in the circus","bass","0"
1,21707,"prevalence_elicitation","behavior",11,"Mammals",4,"perform in the circus","sloths","0"
1,21707,"prevalence_elicitation","behavior",11,"Birds",5,"perform in the circus","eagle","0"
1,21420,"prevalence_elicitation","behavior",12,"Reptiles/Amphibeans",1,"chase their tails","salamanders","0"
1,21420,"prevalence_elicitation","behavior",12,"Fish",2,"chase their tails","salmon","0"
1,21420,"prevalence_elicitation","behavior",12,"Birds",3,"chase their tails","eagle","0"
1,21420,"prevalence_elicitation","behavior",12,"Mammals",4,"chase their tails","bears","0.01"
1,21420,"prevalence_elicitation","behavior",12,"Mammals",5,"chase their tails","dogs","0.16"
2,51706,"category_elicitation",NA,NA,"Mammals",0,NA,NA,"human"
2,51706,"category_elicitation",NA,NA,"Mammals",0,NA,NA,"monkey"
2,51706,"category_elicitation",NA,NA,"Mammals",0,NA,NA,"dolphin"
2,51706,"category_elicitation",NA,NA,"Reptiles/Amphibeans",1,NA,NA,"lizard"
2,51706,"category_elicitation",NA,NA,"Reptiles/Amphibeans",1,NA,NA,"dragon"
2,51706,"category_elicitation",NA,NA,"Reptiles/Amphibeans",1,NA,NA,"snake"
2,51706,"category_elicitation",NA,NA,"Insects/Bugs",2,NA,NA,"dragonfly"
2,51706,"category_elicitation",NA,NA,"Insects/Bugs",2,NA,NA,"bee"
2,51706,"category_elicitation",NA,NA,"Insects/Bugs",2,NA,NA,"spider"
2,51706,"category_elicitation",NA,NA,"Birds",3,NA,NA,"crow"
2,51706,"category_elicitation",NA,NA,"Birds",3,NA,NA,"eagle"
2,51706,"category_elicitation",NA,NA,"Birds",3,NA,NA,"owl"
2,51706,"category_elicitation",NA,NA,"Fish",4,NA,NA,"catfish"
2,51706,"category_elicitation",NA,NA,"Fish",4,NA,NA,"bass"
2,51706,"category_elicitation",NA,NA,"Fish",4,NA,NA,"shark"
2,36999,"prevalence_elicitation","diet",1,"Fish",1,"drink alcohol left behind by tourists","bass","0"
2,36999,"prevalence_elicitation","diet",1,"Birds",2,"drink alcohol left behind by tourists","eagle","0"
2,36999,"prevalence_elicitation","diet",1,"Mammals",3,"drink alcohol left behind by tourists","dolphin","0"
2,36999,"prevalence_elicitation","diet",1,"Reptiles/Amphibeans",4,"drink alcohol left behind by tourists","dragon","0"
2,36999,"prevalence_elicitation","diet",1,"Mammals",5,"drink alcohol left behind by tourists","monkey","0"
2,20118,"prevalence_elicitation","behavior_aggressive",2,"Insects/Bugs",1,"pound their chests to display dominance","dragonfly","0"
2,20118,"prevalence_elicitation","behavior_aggressive",2,"Fish",2,"pound their chests to display dominance","bass","0"
2,20118,"prevalence_elicitation","behavior_aggressive",2,"Fish",3,"pound their chests to display dominance","catfish","0"
2,20118,"prevalence_elicitation","behavior_aggressive",2,"Reptiles/Amphibeans",4,"pound their chests to display dominance","lizard","0.09"
2,20118,"prevalence_elicitation","behavior_aggressive",2,"Fish",5,"pound their chests to display dominance","shark","0"
2,15671,"prevalence_elicitation","reproduction",3,"Birds",1,"give birth underwater","crow","0"
2,15671,"prevalence_elicitation","reproduction",3,"Birds",2,"give birth underwater","eagle","0"
2,15671,"prevalence_elicitation","reproduction",3,"Fish",3,"give birth underwater","shark","1"
2,15671,"prevalence_elicitation","reproduction",3,"Insects/Bugs",4,"give birth underwater","bee","0"
2,15671,"prevalence_elicitation","reproduction",3,"Fish",5,"give birth underwater","catfish","1"
2,33886,"prevalence_elicitation","reproduction",4,"Fish",1,"lay eggs without needing fertilization","bass","0"
2,33886,"prevalence_elicitation","reproduction",4,"Mammals",2,"lay eggs without needing fertilization","dolphin","0"
2,33886,"prevalence_elicitation","reproduction",4,"Reptiles/Amphibeans",3,"lay eggs without needing fertilization","snake","0.53"
2,33886,"prevalence_elicitation","reproduction",4,"Insects/Bugs",4,"lay eggs without needing fertilization","spider","0.61"
2,33886,"prevalence_elicitation","reproduction",4,"Fish",5,"lay eggs without needing fertilization","shark","0"
2,31870,"prevalence_elicitation","diet",5,"Reptiles/Amphibeans",1,"eat candy wrappers","lizard","0"
2,31870,"prevalence_elicitation","diet",5,"Insects/Bugs",2,"eat candy wrappers","bee","0"
2,31870,"prevalence_elicitation","diet",5,"Fish",3,"eat candy wrappers","shark","0.13"
2,31870,"prevalence_elicitation","diet",5,"Mammals",4,"eat candy wrappers","monkey","0"
2,31870,"prevalence_elicitation","diet",5,"Insects/Bugs",5,"eat candy wrappers","spider","0"
2,22868,"prevalence_elicitation","physical",6,"Fish",1,"live to be twenty years old","shark","0.84"
2,22868,"prevalence_elicitation","physical",6,"Birds",2,"live to be twenty years old","crow","0.86"
2,22868,"prevalence_elicitation","physical",6,"Fish",3,"live to be twenty years old","catfish","0.68"
2,22868,"prevalence_elicitation","physical",6,"Reptiles/Amphibeans",4,"live to be twenty years old","lizard","0.73"
2,22868,"prevalence_elicitation","physical",6,"Insects/Bugs",5,"live to be twenty years old","spider","0.39"
2,15529,"prevalence_elicitation","disease_self",7,"Fish",1,"get addicted to nicotine","shark","0"
2,15529,"prevalence_elicitation","disease_self",7,"Mammals",2,"get addicted to nicotine","monkey","0"
2,15529,"prevalence_elicitation","disease_self",7,"Insects/Bugs",3,"get addicted to nicotine","bee","0"
2,15529,"prevalence_elicitation","disease_self",7,"Insects/Bugs",4,"get addicted to nicotine","spider","0"
2,15529,"prevalence_elicitation","disease_self",7,"Reptiles/Amphibeans",5,"get addicted to nicotine","dragon","0"
2,33602,"prevalence_elicitation","psychological",8,"Reptiles/Amphibeans",1,"mourn their dead","lizard","1"
2,33602,"prevalence_elicitation","psychological",8,"Fish",2,"mourn their dead","catfish","1"
2,33602,"prevalence_elicitation","psychological",8,"Reptiles/Amphibeans",3,"mourn their dead","dragon","1"
2,33602,"prevalence_elicitation","psychological",8,"Insects/Bugs",4,"mourn their dead","dragonfly","1"
2,33602,"prevalence_elicitation","psychological",8,"Birds",5,"mourn their dead","owl","1"
2,21174,"prevalence_elicitation","diet",9,"Insects/Bugs",1,"eat cannabis","spider","0.09"
2,21174,"prevalence_elicitation","diet",9,"Mammals",2,"eat cannabis","human","0.75"
2,21174,"prevalence_elicitation","diet",9,"Fish",3,"eat cannabis","catfish","0"
2,21174,"prevalence_elicitation","diet",9,"Reptiles/Amphibeans",4,"eat cannabis","lizard","0.13"
2,21174,"prevalence_elicitation","diet",9,"Birds",5,"eat cannabis","crow","0.68"
2,15843,"prevalence_elicitation","behavior",10,"Reptiles/Amphibeans",1,"play with bottlecaps","snake","0"
2,15843,"prevalence_elicitation","behavior",10,"Fish",2,"play with bottlecaps","bass","0"
2,15843,"prevalence_elicitation","behavior",10,"Insects/Bugs",3,"play with bottlecaps","spider","0"
2,15843,"prevalence_elicitation","behavior",10,"Fish",4,"play with bottlecaps","catfish","0"
2,15843,"prevalence_elicitation","behavior",10,"Mammals",5,"play with bottlecaps","monkey","0.17"
2,26618,"prevalence_elicitation","behavior_aggressive",11,"Mammals",1,"hunt other animals","monkey","0.08"
2,26618,"prevalence_elicitation","behavior_aggressive",11,"Insects/Bugs",2,"hunt other animals","bee","0"
2,26618,"prevalence_elicitation","behavior_aggressive",11,"Insects/Bugs",3,"hunt other animals","dragonfly","0"
2,26618,"prevalence_elicitation","behavior_aggressive",11,"Fish",4,"hunt other animals","shark","1"
2,26618,"prevalence_elicitation","behavior_aggressive",11,"Reptiles/Amphibeans",5,"hunt other animals","lizard","0.3"
2,14012,"prevalence_elicitation","disease_self",12,"Reptiles/Amphibeans",1,"have seizures","lizard","0.32"
2,14012,"prevalence_elicitation","disease_self",12,"Fish",2,"have seizures","catfish","0.2"
2,14012,"prevalence_elicitation","disease_self",12,"Insects/Bugs",3,"have seizures","bee","0.1"
2,14012,"prevalence_elicitation","disease_self",12,"Reptiles/Amphibeans",4,"have seizures","snake","0.1"
2,14012,"prevalence_elicitation","disease_self",12,"Birds",5,"have seizures","owl","0.22"
3,157559,"category_elicitation",NA,NA,"Birds",0,NA,NA,"hawks"
3,157559,"category_elicitation",NA,NA,"Birds",0,NA,NA,"cardinals"
3,157559,"category_elicitation",NA,NA,"Birds",0,NA,NA,"chickens"
3,157559,"category_elicitation",NA,NA,"Mammals",1,NA,NA,"jaguars"
3,157559,"category_elicitation",NA,NA,"Mammals",1,NA,NA,"elephants"
3,157559,"category_elicitation",NA,NA,"Mammals",1,NA,NA,"rhinos"
3,157559,"category_elicitation",NA,NA,"Reptiles/Amphibeans",2,NA,NA,"iquanas"
3,157559,"category_elicitation",NA,NA,"Reptiles/Amphibeans",2,NA,NA,"alligators"
3,157559,"category_elicitation",NA,NA,"Reptiles/Amphibeans",2,NA,NA,"crocodiles"
3,157559,"category_elicitation",NA,NA,"Fish",3,NA,NA,"seahorses"
3,157559,"category_elicitation",NA,NA,"Fish",3,NA,NA,"clownfish"
3,157559,"category_elicitation",NA,NA,"Fish",3,NA,NA,"pufferfish"
3,157559,"category_elicitation",NA,NA,"Insects/Bugs",4,NA,NA,"bees"
3,157559,"category_elicitation",NA,NA,"Insects/Bugs",4,NA,NA,"ants"
3,157559,"category_elicitation",NA,NA,"Insects/Bugs",4,NA,NA,"centipedes"
3,22676,"prevalence_elicitation","habitat",1,"Fish",1,"live in trees","pufferfish","0"
3,22676,"prevalence_elicitation","habitat",1,"Reptiles/Amphibeans",2,"live in trees","crocodiles","0"
3,22676,"prevalence_elicitation","habitat",1,"Birds",3,"live in trees","cardinals","0.96"
3,22676,"prevalence_elicitation","habitat",1,"Insects/Bugs",4,"live in trees","ants","0.05"
3,22676,"prevalence_elicitation","habitat",1,"Mammals",5,"live in trees","elephants","0"
3,21618,"prevalence_elicitation","behavior_aggressive",2,"Birds",1,"hunt other animals","cardinals","1"
3,21618,"prevalence_elicitation","behavior_aggressive",2,"Birds",2,"hunt other animals","hawks","1"
3,21618,"prevalence_elicitation","behavior_aggressive",2,"Reptiles/Amphibeans",3,"hunt other animals","iquanas","0"
3,21618,"prevalence_elicitation","behavior_aggressive",2,"Insects/Bugs",4,"hunt other animals","ants","0.1"
3,21618,"prevalence_elicitation","behavior_aggressive",2,"Fish",5,"hunt other animals","pufferfish","1"
3,22695,"prevalence_elicitation","physical",3,"Mammals",1,"have very long wings","elephants","0"
3,22695,"prevalence_elicitation","physical",3,"Insects/Bugs",2,"have very long wings","ants","0.99"
3,22695,"prevalence_elicitation","physical",3,"Birds",3,"have very long wings","chickens","1"
3,22695,"prevalence_elicitation","physical",3,"Reptiles/Amphibeans",4,"have very long wings","crocodiles","0"
3,22695,"prevalence_elicitation","physical",3,"Fish",5,"have very long wings","clownfish","0"
3,20085,"prevalence_elicitation","reproduction",4,"Birds",1,"attract mates by secreting pheromones","hawks","0"
3,20085,"prevalence_elicitation","reproduction",4,"Mammals",2,"attract mates by secreting pheromones","jaguars","0.1"
3,20085,"prevalence_elicitation","reproduction",4,"Mammals",3,"attract mates by secreting pheromones","rhinos","0.1"
3,20085,"prevalence_elicitation","reproduction",4,"Birds",4,"attract mates by secreting pheromones","chickens","0"
3,20085,"prevalence_elicitation","reproduction",4,"Insects/Bugs",5,"attract mates by secreting pheromones","centipedes","0.9"
3,25392,"prevalence_elicitation","diet",5,"Birds",1,"eat people","chickens","0.05"
3,25392,"prevalence_elicitation","diet",5,"Mammals",2,"eat people","elephants","0"
3,25392,"prevalence_elicitation","diet",5,"Birds",3,"eat people","cardinals","0"
3,25392,"prevalence_elicitation","diet",5,"Insects/Bugs",4,"eat people","bees","0.01"
3,25392,"prevalence_elicitation","diet",5,"Fish",5,"eat people","clownfish","0.01"
3,12808,"prevalence_elicitation","behavior_aggressive",6,"Mammals",1,"pound their chests to display dominance","elephants","0"
3,12808,"prevalence_elicitation","behavior_aggressive",6,"Reptiles/Amphibeans",2,"pound their chests to display dominance","crocodiles","0"
3,12808,"prevalence_elicitation","behavior_aggressive",6,"Mammals",3,"pound their chests to display dominance","jaguars","0"
3,12808,"prevalence_elicitation","behavior_aggressive",6,"Reptiles/Amphibeans",4,"pound their chests to display dominance","alligators","0"
3,12808,"prevalence_elicitation","behavior_aggressive",6,"Insects/Bugs",5,"pound their chests to display dominance","centipedes","0"
3,24528,"prevalence_elicitation","behavior_aggressive",7,"Reptiles/Amphibeans",1,"carry out premeditated murder","iquanas","0"
3,24528,"prevalence_elicitation","behavior_aggressive",7,"Birds",2,"carry out premeditated murder","cardinals","1"
3,24528,"prevalence_elicitation","behavior_aggressive",7,"Insects/Bugs",3,"carry out premeditated murder","centipedes","0"
3,24528,"prevalence_elicitation","behavior_aggressive",7,"Reptiles/Amphibeans",4,"carry out premeditated murder","crocodiles","1"
3,24528,"prevalence_elicitation","behavior_aggressive",7,"Insects/Bugs",5,"carry out premeditated murder","bees","0"
3,18919,"prevalence_elicitation","reproduction",8,"Fish",1,"lay eggs in other birds&quotechar nests","pufferfish","0"
3,18919,"prevalence_elicitation","reproduction",8,"Insects/Bugs",2,"lay eggs in other birds&quotechar nests","bees","0"
3,18919,"prevalence_elicitation","reproduction",8,"Insects/Bugs",3,"lay eggs in other birds&quotechar nests","ants","0"
3,18919,"prevalence_elicitation","reproduction",8,"Mammals",4,"lay eggs in other birds&quotechar nests","jaguars","0"
3,18919,"prevalence_elicitation","reproduction",8,"Fish",5,"lay eggs in other birds&quotechar nests","seahorses","0"
3,19520,"prevalence_elicitation","behavior",9,"Reptiles/Amphibeans",1,"use tools","crocodiles","0"
3,19520,"prevalence_elicitation","behavior",9,"Fish",2,"use tools","clownfish","0"
3,19520,"prevalence_elicitation","behavior",9,"Insects/Bugs",3,"use tools","bees","0"
