"workerid","rt","trial_type","property_type","trial_num","category","explanation","original_response","property","response"
1,5545,"implied_prevalence","behavior",7,"fendles",NA,NA,"fly into building windows",0.6
1,6262,"implied_prevalence","disease_other",8,"cheebas",NA,NA,"carry malaria",0.15
1,6528,"implied_prevalence","diet",9,"javs",NA,NA,"drink soda",0.75
1,3592,"implied_prevalence","reproduction",10,"lorches",NA,NA,"lay eggs without needing fertilization",1
1,7816,"implied_prevalence","psychological",11,"dorbs",NA,NA,"know how to open doors",1
1,7928,"implied_prevalence","diet",12,"crullets",NA,NA,"fish in the Hudson River",0.7
1,3567,"implied_prevalence","behavior_aggressive",13,"kazzes",NA,NA,"pound their chests to display dominance",1
1,4854,"implied_prevalence","diet",14,"elleps",NA,NA,"eat cannabis",0.85
1,4542,"implied_prevalence","disease_self",15,"kweps",NA,NA,"get dandruff",0.77
1,3912,"implied_prevalence","behavior",16,"thups",NA,NA,"use tools",0.9
1,2489,"implied_prevalence","reproduction",17,"trufts",NA,NA,"have a menstrual cycle",1
1,3599,"implied_prevalence","psychological",18,"stups",NA,NA,"develop phobias",0.8
1,4077,"implied_prevalence","diet",19,"plovs",NA,NA,"eat insects",1
1,3622,"implied_prevalence","behavior",20,"wugs",NA,NA,"ride the subway",0.6
1,2457,"implied_prevalence","physical",21,"dunkels",NA,NA,"have spots",1
1,3778,"implied_prevalence","diet",22,"moxes",NA,NA,"cannibalize each other",0.95
1,8477,"implied_prevalence","habitat",23,"reesles",NA,NA,"live in high-rise buildings",0.85
1,2718,"implied_prevalence","physical",24,"ludinos",NA,NA,"have intensely beautiful feathers",1
1,18186,"implied_prevalence","diet",25,"grinks",NA,NA,"feed on the carcasses of dead animals",0.92
1,6890,"implied_prevalence","behavior_aggressive",26,"krivels",NA,NA,"capture other animals&quotechar territory",0.78
1,4534,"implied_prevalence","psychological",27,"ackles",NA,NA,"know how to ride bicycles",0.6
1,3408,"implied_prevalence","behavior",28,"pangolins",NA,NA,"sing beautiful songs",0.88
1,3527,"implied_prevalence","reproduction",29,"feps",NA,NA,"have dozens of sexual partners",0.94
1,3094,"implied_prevalence","disease_other",30,"zorbs",NA,NA,"carry Lyme disease",0.35
1,5453,"implied_prevalence","disease_other",31,"taifels",NA,NA,"transmit HIV",0.35
1,4257,"implied_prevalence","disease_self",32,"blins",NA,NA,"get cancer",0.7
1,2947,"implied_prevalence","psychological",33,"zoovs",NA,NA,"experience emotions",1
1,2600,"implied_prevalence","reproduction",34,"luzaks",NA,NA,"attract mates by secreting pheromones",1
1,4132,"implied_prevalence","reproduction",35,"daiths",NA,NA,"lay eggs in other birds&quotechar nests",0.95
1,2703,"implied_prevalence","disease_other",36,"mooks",NA,NA,"transmit rabies",0.37
1,39950,"explain_responses","behavior",1,"sapers","I figured that they are a kind of animal that is used in the circus but that doesn&quotechart mean that all of the animals in that species are circus performers.",0.2,"perform in the circus",0.2
1,24962,"explain_responses","disease_other",2,"mooks","I think Mooks are capable of transmitting rabies, but that doesn&quotechart mean that they all do, only a percentage of them.",0.37,"transmit rabies",0.37
1,21474,"explain_responses","disease_other",3,"zorbs","I think the animal species is capable of carrying the disease, but that doesn&quotechart mean they all do.",0.35,"carry Lyme disease",0.35
1,31617,"explain_responses","disease_other",4,"taifels","I think that the species can transmit HIV, but that doesn&quotechart mean every animal in the species does, only a percentage.",0.35,"transmit HIV",0.35
1,35141,"explain_responses","disease_other",5,"cheebas","I think this species is capable of carrying malaria, but that doesn&quotechart mean that every animal in that species carries it, only a certain percentage.",0.15,"carry malaria",0.36
2,2545,"implied_prevalence","habitat",1,"blins",NA,NA,"live in urban areas",0.47
2,1123,"implied_prevalence","behavior",2,"plovs",NA,NA,"swim in shallow pools",0.67
2,733,"implied_prevalence","behavior",3,"kweps",NA,NA,"sing beautiful songs",0.33
2,943,"implied_prevalence","physical",4,"pangolins",NA,NA,"have intensely beautiful feathers",0.5
2,770,"implied_prevalence","behavior_aggressive",5,"elleps",NA,NA,"capture other animals&quotechar territory",0.72
2,834,"implied_prevalence","physical",6,"frams",NA,NA,"have spots",0.24
2,1486,"implied_prevalence","psychological",7,"dunkels",NA,NA,"are intelligent",0.76
2,840,"implied_prevalence","behavior_aggressive",8,"moxes",NA,NA,"get in fights with other animals",0.6
2,700,"implied_prevalence","behavior",9,"trufts",NA,NA,"ride the subway",0.39
2,794,"implied_prevalence","habitat",10,"feps",NA,NA,"live in zoos",0.28
2,834,"implied_prevalence","reproduction",11,"glippets",NA,NA,"lay eggs in other birds&quotechar nests",0.62
2,958,"implied_prevalence","behavior",12,"luzaks",NA,NA,"do handstands to scare off predators",0.76
2,1689,"implied_prevalence","disease_self",13,"wugs",NA,NA,"lose their teeth",0.28
2,668,"implied_prevalence","psychological",14,"dobles",NA,NA,"are afraid of loud noises",0.55
2,693,"implied_prevalence","behavior_aggressive",15,"kazzes",NA,NA,"steal farmers&quotechar crops",0.21
2,653,"implied_prevalence","disease_self",16,"zoovs",NA,NA,"go bald",0.7
2,1272,"implied_prevalence","diet",17,"dorbs",NA,NA,"eat grass",0.53
2,951,"implied_prevalence","reproduction",18,"lorches",NA,NA,"lay eggs without needing fertilization",0.26
2,1101,"implied_prevalence","behavior",19,"morseths",NA,NA,"use tools",0.69
2,676,"implied_prevalence","diet",20,"ackles",NA,NA,"eat human food",0.52
2,1432,"implied_prevalence","psychological",21,"javs",NA,NA,"know how to ride bicycles",0.24
2,8396,"implied_prevalence","psychological",22,"crullets",NA,NA,"know how to open doors",0.64
2,1595,"implied_prevalence","disease_self",23,"ollers",NA,NA,"get dandruff",0.23
2,1463,"implied_prevalence","behavior",24,"thups",NA,NA,"like to cuddle",0.57
2,715,"implied_prevalence","habitat",25,"stups",NA,NA,"live in the hulls of sea vessels",0.79
2,926,"implied_prevalence","diet",26,"ludinos",NA,NA,"feed on the carcasses of dead animals",0.43
2,1368,"implied_prevalence","physical",27,"taifels",NA,NA,"live to be twenty years old",0.21
2,810,"implied_prevalence","behavior_aggressive",28,"grinks",NA,NA,"attack hikers",0.58
2,983,"implied_prevalence","reproduction",29,"cheebas",NA,NA,"give birth underwater",0.76
2,1036,"implied_prevalence","disease_other",30,"krivels",NA,NA,"transmit HIV",0.27
2,1163,"implied_prevalence","behavior_aggressive",31,"daiths",NA,NA,"torture other animals",0.5
2,1076,"implied_prevalence","habitat",32,"sapers",NA,NA,"live in trees",0.8
2,1370,"implied_prevalence","psychological",33,"reesles",NA,NA,"are afraid of dogs",0.71
2,2640,"implied_prevalence","physical",34,"fendles",NA,NA,"have an exquisite sense of smell",0.88
2,1068,"implied_prevalence","reproduction",35,"zorbs",NA,NA,"have dozens of sexual partners",0.63
2,2075,"implied_prevalence","physical",36,"mooks",NA,NA,"live to be five hundred years old",0.77
2,16979,"explain_responses","disease_self",1,"wugs","I don&quotechart think all of them lose their teeth.",0.28,"lose their teeth",0.28
2,8902,"explain_responses","diet",2,"ludinos","They feed on the carcasses.",0.43,"feed on the carcasses of dead animals",0.43
2,6554,"explain_responses","disease_self",3,"ollers","Not all get dandruff.",0.23,"get dandruff",0.23
2,4149,"explain_responses","physical",4,"frams","They have spots.",0.24,"have spots",0.24
2,4684,"explain_responses","habitat",5,"blins","Some live in urban areas.",0.47,"live in urban areas",0.47
3,5319,"implied_prevalence","behavior",1,"glippets",NA,NA,"use tools",0.9
3,4766,"implied_prevalence","diet",2,"reesles",NA,NA,"eat candy wrappers",0.83
3,5195,"implied_prevalence","behavior_aggressive",3,"dobles",NA,NA,"capture other animals&quotechar territory",1
3,4105,"implied_prevalence","physical",4,"feps",NA,NA,"have an exquisite sense of smell",0.91
3,2399,"implied_prevalence","disease_other",5,"ollers",NA,NA,"transmit rabies",0.63
3,1862,"implied_prevalence","diet",6,"blins",NA,NA,"cannibalize each other",0.63
3,5407,"implied_prevalence","diet",7,"sapers",NA,NA,"eat grass",1
3,2652,"implied_prevalence","behavior",8,"grinks",NA,NA,"ride the subway",0.6
3,3309,"implied_prevalence","disease_self",9,"mooks",NA,NA,"get cancer",0.33
3,3115,"implied_prevalence","disease_other",10,"dorbs",NA,NA,"transmit HIV",0.31
3,2427,"implied_prevalence","disease_other",11,"kazzes",NA,NA,"carry Lyme disease",0.75
3,3524,"implied_prevalence","physical",12,"morseths",NA,NA,"live to be five hundred years old",0.93
3,7065,"implied_prevalence","diet",13,"lorches",NA,NA,"eat human food",1
3,6027,"implied_prevalence","behavior",14,"kweps",NA,NA,"do handstands to scare off predators",1
3,6376,"implied_prevalence","habitat",15,"elleps",NA,NA,"live in the hulls of sea vessels",0.79
3,3923,"implied_prevalence","behavior",16,"dunkels",NA,NA,"swim in shallow pools",0.55
3,3356,"implied_prevalence","psychological",17,"trufts",NA,NA,"mourn their dead",1
3,2814,"implied_prevalence","reproduction",18,"stups",NA,NA,"lay eggs without needing fertilization",1
3,2116,"implied_prevalence","disease_self",19,"plovs",NA,NA,"get dandruff",0.35
3,1864,"implied_prevalence","behavior",20,"luzaks",NA,NA,"like to cuddle",0.42
3,2697,"implied_prevalence","behavior",21,"zorbs",NA,NA,"fly into building windows",0.75
3,3417,"implied_prevalence","disease_self",22,"pangolins",NA,NA,"lose their teeth",1
3,2493,"implied_prevalence","behavior_aggressive",23,"crullets",NA,NA,"attack hikers",0.67
3,1941,"implied_prevalence","disease_self",24,"moxes",NA,NA,"have seizures",0.38
3,2376,"implied_prevalence","physical",25,"taifels",NA,NA,"have intensely beautiful feathers",1
3,5988,"implied_prevalence","diet",26,"wugs",NA,NA,"fish in the Hudson River",0.52
3,3134,"implied_prevalence","diet",27,"fendles",NA,NA,"feed on the carcasses of dead animals",0.84
3,5706,"implied_prevalence","behavior_aggressive",28,"zoovs",NA,NA,"carry out premeditated murder",0.23
3,2290,"implied_prevalence","physical",29,"ludinos",NA,NA,"live to be a hundred years old",0.83
3,4587,"implied_prevalence","habitat",30,"javs",NA,NA,"live in urban areas",0.65
3,3601,"implied_prevalence","diet",31,"daiths",NA,NA,"eat cannabis",0.55
3,3262,"implied_prevalence","psychological",32,"frams",NA,NA,"are afraid of dogs",0.88
3,3422,"implied_prevalence","physical",33,"cheebas",NA,NA,"live to be twenty years old",0.7
3,2231,"implied_prevalence","disease_self",34,"krivels",NA,NA,"get addicted to nicotine",0.35
3,2544,"implied_prevalence","diet",35,"thups",NA,NA,"drink alcohol left behind by tourists",0.39
3,2240,"implied_prevalence","habitat",36,"ackles",NA,NA,"live in trees",0.91
3,16076,"explain_responses","disease_other",1,"dorbs","It doesn&quotechart seem very likely, so I gave that response.",0.31,"transmit HIV",0.31
3,14415,"explain_responses","behavior",2,"luzaks","It seems odd that an animal likes to cuddle, so I gave that response.",0.42,"like to cuddle",0.42
3,19836,"explain_responses","disease_self",3,"krivels","This seems very odd.  I didn&quotechart know how to respond.",0.35,"get addicted to nicotine",0.35
3,18708,"explain_responses","disease_self",4,"mooks","I just felt that this was the right answer.",0.33,"get cancer",0.33
3,12256,"explain_responses","disease_self",5,"plovs","I have never seen an animal with dandruff.",0.35,"get dandruff",0.35
4,5078,"implied_prevalence","psychological",1,"grinks",NA,NA,"know when earthquakes are about to happen",1
4,3191,"implied_prevalence","behavior_aggressive",2,"luzaks",NA,NA,"capture other animals&quotechar territory",1
4,2680,"implied_prevalence","physical",3,"morseths",NA,NA,"have very long wings",1
4,2847,"implied_prevalence","diet",4,"fendles",NA,NA,"drink soda",1
4,2620,"implied_prevalence","behavior_aggressive",5,"javs",NA,NA,"torture other animals",1
4,3068,"implied_prevalence","psychological",6,"daiths",NA,NA,"have personalities",1
4,3480,"implied_prevalence","behavior",7,"reesles",NA,NA,"swim in shallow pools",1
4,47223,"implied_prevalence","diet",8,"kweps",NA,NA,"cannibalize each other",1
4,2615,"implied_prevalence","psychological",9,"stups",NA,NA,"mourn their dead",1
4,3026,"implied_prevalence","disease_self",10,"ludinos",NA,NA,"get cancer",1
4,36652,"implied_prevalence","behavior_aggressive",11,"sapers",NA,NA,"attack hikers",1
4,2179,"implied_prevalence","diet",12,"zoovs",NA,NA,"eat garbage",1
4,2140,"implied_prevalence","disease_self",13,"pangolins",NA,NA,"go bald",1
4,11104,"implied_prevalence","physical",14,"trufts",NA,NA,"live to be five hundred years old",0.9
4,5033,"implied_prevalence","habitat",15,"zorbs",NA,NA,"live in zoos",1
4,2706,"implied_prevalence","behavior",16,"elleps",NA,NA,"use tools",1
4,2218,"implied_prevalence","psychological",17,"glippets",NA,NA,"are afraid of dogs",1
4,2721,"implied_prevalence","habitat",18,"feps",NA,NA,"live in high-rise buildings",1
4,2818,"implied_prevalence","physical",19,"moxes",NA,NA,"have brown fur",1
4,2474,"implied_prevalence","diet",20,"wugs",NA,NA,"eat people",1
4,35435,"implied_prevalence","behavior",21,"kazzes",NA,NA,"like to cuddle",1
4,2020,"implied_prevalence","disease_self",22,"dorbs",NA,NA,"develop back problems",1
4,1964,"implied_prevalence","behavior_aggressive",23,"blins",NA,NA,"steal farmers&quotechar crops",1
4,2024,"implied_prevalence","habitat",24,"ollers",NA,NA,"live in trees",1
4,2134,"implied_prevalence","behavior",25,"crullets",NA,NA,"do handstands to scare off predators",1
4,2912,"implied_prevalence","physical",26,"thups",NA,NA,"have spots",1
4,2606,"implied_prevalence","diet",27,"dobles",NA,NA,"drink alcohol left behind by tourists",1
4,2213,"implied_prevalence","reproduction",28,"ackles",NA,NA,"lay eggs in other birds&quotechar nests",1
4,2407,"implied_prevalence","disease_self",29,"frams",NA,NA,"get dandruff",1
4,2046,"implied_prevalence","disease_self",30,"plovs",NA,NA,"lose their teeth",1
4,2326,"implied_prevalence","disease_other",31,"lorches",NA,NA,"carry Lyme disease",1
4,2136,"implied_prevalence","behavior",32,"taifels",NA,NA,"perform in the circus",1
4,3039,"implied_prevalence","diet",33,"cheebas",NA,NA,"eat insects",1
4,2788,"implied_prevalence","psychological",34,"krivels",NA,NA,"are afraid of loud noises",1
4,2010,"implied_prevalence","psychological",35,"mooks",NA,NA,"are intelligent",1
4,2244,"implied_prevalence","behavior",36,"dunkels",NA,NA,"ride the subway",1
5,5174,"implied_prevalence","diet",1,"pangolins",NA,NA,"eat insects",0.74
5,5628,"implied_prevalence","reproduction",2,"ollers",NA,NA,"have a menstrual cycle",1
5,4039,"implied_prevalence","diet",3,"ludinos",NA,NA,"drink soda",1
5,2700,"implied_prevalence","diet",4,"zoovs",NA,NA,"eat grass",0.93
5,2717,"implied_prevalence","disease_self",5,"stups",NA,NA,"have strange genetic mutations",0.67
5,1825,"implied_prevalence","diet",6,"plovs",NA,NA,"eat candy wrappers",0.54
5,1373,"implied_prevalence","psychological",7,"mooks",NA,NA,"are intelligent",0.86
5,1823,"implied_prevalence","psychological",8,"thups",NA,NA,"know how to ride bicycles",1
5,1846,"implied_prevalence","psychological",9,"fendles",NA,NA,"experience empathy",0.72
5,5034,"implied_prevalence","disease_other",10,"ackles",NA,NA,"carry Lyme disease",0.33
5,1843,"implied_prevalence","behavior_aggressive",11,"reesles",NA,NA,"capture other animals&quotechar territory",0.49
5,1271,"implied_prevalence","psychological",12,"trufts",NA,NA,"experience emotions",0.58
5,2322,"implied_prevalence","behavior",13,"dorbs",NA,NA,"fly into building windows",0.18
5,2781,"implied_prevalence","behavior",14,"frams",NA,NA,"swim in shallow pools",0.89
5,2376,"implied_prevalence","psychological",15,"crullets",NA,NA,"develop phobias",0.3
5,1684,"implied_prevalence","diet",16,"morseths",NA,NA,"eat garbage",0.39
5,2059,"implied_prevalence","disease_self",17,"javs",NA,NA,"get dandruff",0.15
5,1750,"implied_prevalence","behavior",18,"zorbs",NA,NA,"chase their tails",0.98
5,1902,"implied_prevalence","psychological",19,"blins",NA,NA,"have personalities",0.96
5,1297,"implied_prevalence","physical",20,"glippets",NA,NA,"have brown fur",0.73
5,1569,"implied_prevalence","behavior",21,"daiths",NA,NA,"play with bottlecaps",0.41
5,1479,"implied_prevalence","disease_self",22,"krivels",NA,NA,"develop back problems",0.23
5,1368,"implied_prevalence","habitat",23,"feps",NA,NA,"live in urban areas",0.69
5,2110,"implied_prevalence","behavior",24,"grinks",NA,NA,"use tools",0.67
5,2341,"implied_prevalence","diet",25,"luzaks",NA,NA,"eat cannabis",0.58
5,2039,"implied_prevalence","physical",26,"dobles",NA,NA,"live to be twenty years old",0.71
5,4468,"implied_prevalence","reproduction",27,"moxes",NA,NA,"get erections",0.96
5,2187,"implied_prevalence","psychological",28,"sapers",NA,NA,"are afraid of dogs",0.87
5,3539,"implied_prevalence","behavior_aggressive",29,"dunkels",NA,NA,"torture other animals",0.69
5,1582,"implied_prevalence","habitat",30,"cheebas",NA,NA,"live in the hulls of sea vessels",0.39
5,1131,"implied_prevalence","behavior",31,"elleps",NA,NA,"sing beautiful songs",0.79
5,772,"implied_prevalence","psychological",32,"wugs",NA,NA,"are afraid of loud noises",0.45
5,863,"implied_prevalence","disease_other",33,"kweps",NA,NA,"carry malaria",0.76
5,739,"implied_prevalence","diet",34,"taifels",NA,NA,"feed on the carcasses of dead animals",0.32
5,910,"implied_prevalence","disease_self",35,"lorches",NA,NA,"have seizures",0.79
5,649,"implied_prevalence","habitat",36,"kazzes",NA,NA,"live in zoos",0.53
5,23307,"explain_responses","behavior_aggressive",1,"reesles","I think not all of them capture other animal&quotechars territory",0.49,"capture other animals&quotechar territory",0.5
5,19350,"explain_responses","habitat",2,"cheebas","I&quotecharm sure not every Cheebas live there.",0.39,"live in the hulls of sea vessels",0.29
5,18488,"explain_responses","diet",3,"taifels","I think they also eat other things not just that",0.32,"feed on the carcasses of dead animals",0.32
5,15400,"explain_responses","diet",4,"morseths","They also eat other things not just garbage",0.39,"eat garbage",0.39
5,26825,"explain_responses","psychological",5,"wugs","Maybe they are afraid of other things",0.45,"are afraid of loud noises",0.45
6,2138,"implied_prevalence","behavior",1,"blins",NA,NA,"chase their tails",0.5
6,959,"implied_prevalence","behavior_aggressive",2,"taifels",NA,NA,"carry out premeditated murder",0.66
6,781,"implied_prevalence","behavior",3,"lorches",NA,NA,"swim in shallow pools",0.57
6,1186,"implied_prevalence","diet",4,"dorbs",NA,NA,"eat grass",0.45
6,1103,"implied_prevalence","reproduction",5,"ackles",NA,NA,"have dozens of sexual partners",0.7
6,2103,"implied_prevalence","behavior",6,"frams",NA,NA,"use tools",0.97
6,2332,"implied_prevalence","disease_other",7,"fendles",NA,NA,"transmit rabies",0.21
6,1443,"implied_prevalence","diet",8,"javs",NA,NA,"eat people",0.86
6,1109,"implied_prevalence","diet",9,"dunkels",NA,NA,"eat garbage",0.34
6,1015,"implied_prevalence","behavior_aggressive",10,"morseths",NA,NA,"hunt other animals",0.84
6,969,"implied_prevalence","physical",11,"sapers",NA,NA,"have an exquisite sense of smell",0.92
6,1266,"implied_prevalence","behavior_aggressive",12,"glippets",NA,NA,"capture other animals&quotechar territory",0.99
6,28029,"implied_prevalence","behavior",13,"elleps",NA,NA,"play with bottlecaps",0.58
6,590,"implied_prevalence","psychological",14,"kweps",NA,NA,"know how to ride bicycles",0.77
6,1224,"implied_prevalence","diet",15,"krivels",NA,NA,"eat cannabis",0.5
6,906,"implied_prevalence","behavior",16,"ollers",NA,NA,"fly into building windows",0.66
6,782,"implied_prevalence","disease_self",17,"wugs",NA,NA,"go bald",0.75
6,1241,"implied_prevalence","psychological",18,"zoovs",NA,NA,"are intelligent",0.47
6,586,"implied_prevalence","reproduction",19,"pangolins",NA,NA,"give birth underwater",0.68
6,635,"implied_prevalence","habitat",20,"crullets",NA,NA,"live in zoos",0.82
6,644,"implied_prevalence","behavior_aggressive",21,"daiths",NA,NA,"torture other animals",0.43
6,622,"implied_prevalence","psychological",22,"luzaks",NA,NA,"develop phobias",0.68
6,716,"implied_prevalence","habitat",23,"ludinos",NA,NA,"live in urban areas",0.86
6,2547,"implied_prevalence","psychological",24,"zorbs",NA,NA,"mourn their dead",0.89
6,1388,"implied_prevalence","reproduction",25,"grinks",NA,NA,"have a menstrual cycle",1
6,882,"implied_prevalence","behavior_aggressive",26,"thups",NA,NA,"steal farmers&quotechar crops",0.36
6,615,"implied_prevalence","diet",27,"kazzes",NA,NA,"cannibalize each other",0.64
6,662,"implied_prevalence","disease_self",28,"feps",NA,NA,"lose their teeth",0.77
6,645,"implied_prevalence","habitat",29,"plovs",NA,NA,"live in the hulls of sea vessels",0.42
6,648,"implied_prevalence","behavior",30,"reesles",NA,NA,"ride the subway",0.67
6,667,"implied_prevalence","disease_other",31,"stups",NA,NA,"carry malaria",0.61
6,610,"implied_prevalence","diet",32,"cheebas",NA,NA,"eat candy wrappers",0.63
6,647,"implied_prevalence","diet",33,"trufts",NA,NA,"feed on the carcasses of dead animals",0.6
6,637,"implied_prevalence","behavior",34,"dobles",NA,NA,"sleep during the day",0.38
6,645,"implied_prevalence","disease_self",35,"mooks",NA,NA,"get cancer",0.59
6,1094,"implied_prevalence","reproduction",36,"moxes",NA,NA,"attract mates by secreting pheromones",0.39
6,12778,"explain_responses","habitat",1,"plovs","I think it only makes sense that less than half do it",0.42,"live in the hulls of sea vessels",0.42
6,9472,"explain_responses","diet",2,"dorbs","It&quotechars a very educated guess number",0.45,"eat grass",0.45
6,8851,"explain_responses","psychological",3,"zoovs","I think most of them are and some aren&quotechart.",0.47,"are intelligent",0.47
6,13067,"explain_responses","behavior_aggressive",4,"daiths","This seems about right because of the split there could be between them",0.43,"torture other animals",0.43
6,12241,"explain_responses","behavior",5,"dobles","Probably less than half sleep during the day",0.38,"sleep during the day",0.38
7,13363,"implied_prevalence","reproduction",1,"frams",NA,NA,"attract mates by secreting pheromones",0.5
7,3394,"implied_prevalence","disease_other",2,"taifels",NA,NA,"transmit HIV",1
7,6053,"implied_prevalence","reproduction",3,"sapers",NA,NA,"lay eggs without needing fertilization",0.5
7,7303,"implied_prevalence","habitat",4,"zorbs",NA,NA,"live in high-rise buildings",0.8
7,5767,"implied_prevalence","behavior",5,"pangolins",NA,NA,"sing beautiful songs",0.5
7,3862,"implied_prevalence","disease_self",6,"crullets",NA,NA,"lose their teeth",0.98
7,5542,"implied_prevalence","diet",7,"dobles",NA,NA,"cannibalize each other",0.2
7,4797,"implied_prevalence","physical",8,"krivels",NA,NA,"live to be five hundred years old",0.33
7,10086,"implied_prevalence","disease_self",9,"ludinos",NA,NA,"get addicted to nicotine",0.24
7,4312,"implied_prevalence","disease_self",10,"blins",NA,NA,"get cancer",0.14
7,6966,"implied_prevalence","disease_self",11,"mooks",NA,NA,"have strange genetic mutations",0.06
7,5272,"implied_prevalence","behavior",12,"ollers",NA,NA,"ride the subway",0.2
7,4594,"implied_prevalence","habitat",13,"moxes",NA,NA,"live in trees",0.97
7,7661,"implied_prevalence","psychological",14,"thups",NA,NA,"mourn their dead",0.94
7,5987,"implied_prevalence","physical",15,"ackles",NA,NA,"have brown fur",1
7,3813,"implied_prevalence","reproduction",16,"luzaks",NA,NA,"lay eggs in other birds&quotechar nests",0.51
7,3626,"implied_prevalence","behavior",17,"trufts",NA,NA,"chase their tails",0.51
7,5036,"implied_prevalence","psychological",18,"elleps",NA,NA,"are intelligent",0.7
7,3282,"implied_prevalence","diet",19,"zoovs",NA,NA,"eat human food",0.31
7,4038,"implied_prevalence","behavior_aggressive",20,"kazzes",NA,NA,"attack hikers",0.23
7,4967,"implied_prevalence","physical",21,"cheebas",NA,NA,"live to be twenty years old",0.32
7,6322,"implied_prevalence","disease_other",22,"javs",NA,NA,"carry malaria",0.25
7,4147,"implied_prevalence","behavior_aggressive",23,"grinks",NA,NA,"get in fights with other animals",0.83
7,5172,"implied_prevalence","psychological",24,"lorches",NA,NA,"develop phobias",0.22
7,4302,"implied_prevalence","behavior",25,"wugs",NA,NA,"fly into building windows",0.2
