"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
32,"English",1,"Female",47,"None","Thanks!","Yes",".80",2
33,"English ",1,"Male",27,"no","","Yes",".8",2
34,"english",1,"Male",36,"none","","Yes","0.80",3
35,"Engllish",0,"Male",51,"no","","Yes","1.00",2
36,"English",0,"Male",36,"","","Yes","",3
37,"English",0,"Female",27,"no","thank you!","Yes","$1",2
38,"english",1,"Male",52,"no problems","","Yes","1.00",3
39,"English",0,"Male",65,"Slider works different than most - my first screen may not have been accurate.","None.  Thak you.","Yes",".80",3
40,"english",1,"Female",29,"","","Yes","1.00",2
41,"English",0,"Male",35,"No","No","Yes","",2
42,"English",0,"Male",41,"No",NA,"Yes","1.10",2
43,"ENGLISH",0,"Male",30,"NONE","","Yes","1 DOLLAR",3
44,"English",1,"Female",58,"noo","","Yes",".80",4
45,"English",1,"Male",29,"None","None","Yes","Yes",1
46,"English",1,"Male",42,"No problems.","","Yes","80",3
47,"English",0,"Male",35,"No.","I enjoyed taking this survey","Confused","1.00",2
48,"English",1,"Female",NA,"Nope.","","Yes","It was ok. A whole dollar would be better, but it was so much fun I don&quotechart care.",4
49,"English",1,"Male",68,"none","Great HIT!  A sincere thank you for the work :)
","Yes","0.80",3
50,"English",1,"Female",35,"No","I would have liked to be shown my score.  The HIT is fun!","Yes","Yes",3
51,"english",1,"Female",36,"no","","Yes","yes",2
52,"English",0,"Male",43,"no","","Yes","yes",3
53,"english",1,"Male",38,"no","","Yes","yes",3
54,"English",1,"Male",43,"No","","Yes","1.00",3
55,"English",0,"Male",46,"No problems","","No","1.00",3
56,"English",1,"Female",45,"no problems","Thank you","Yes","0.80",1
57,"English",0,"Female",32,"none","none","Yes","yes",3
58,"English",0,"Male",61,"no","","Yes",".80",3
59,"English",1,"Female",46,"None","It takes a little bit of time to come up with 3 favorite animals for some of the categories. It was interesting and enjoyable all the same. Thank you!","Yes","1.50",3
60,"english",0,"Female",36,"yes","","Yes","1",3
61,"English",1,"Male",35,"None.","Thank you so much!","Yes","3.00",3
62,"English",1,"Male",34,"","","Yes","1.00",4
63,"English",1,"Male",19,"no","","Yes","Yes",2
64,"English",0,"Female",36,"No bugs","It was hard to think of the animals","Yes","1.00",1
65,"english ",1,"Female",56,"all good","thanx","Yes","yes",1
66,"English",1,"Other",55,"","Thanks I enjoy hits with animals when they are not being violated.","Yes",".80",3
67,"English",1,"Female",30,"no","","Yes","",1
68,"English",1,"Male",25,"","","Yes","1.00",4
69,"English",0,"Female",34,"No.","","Yes","1.25",3
70,"English",1,"Female",58,"No","I misspelled hawks!","Yes","1.00",2
71,"English",1,"Male",23,"","Thanks!","No","$0.80",3
72,"English",1,"Female",40,"No.","Clear, concise, and fun, thank you.","Yes","Yes",2
73,"English",0,"Female",36,"","","Yes","yes",3
74,"English ",1,"Female",28,"no","","Yes",".75",2
75,"english",0,"Female",39,"No.","","Yes",".80",1
76,"English",1,"Female",29,"No","No","Yes","1.00",2
77,"english",0,"Male",30,"no","","No","1.50",2
78,"English",0,"Male",27,"No","None","Yes","1.00",2
79,"English",0,"Female",28,"No problems","Thanks!","Yes","Yes",3
80,"english",1,"Female",55,"I don&quotechart think so, it was an interesting experiment.","","Confused","1.00",2
81,"English",0,"Male",30,"No issues","I answered thoughtfully, good luck!","Yes","it is ok",4
82,"english",0,"Male",25,"nope","","Yes","great",3
83,"english",1,"Male",50,"all good","Interesting! Have a nice day!","Yes","yes",3
84,"English",0,"Male",25,"no","","Yes","2.00",1
85,"english",0,"Female",45,"no","","Yes","1.00",3
86,"English",1,"Female",54,"no","none","Yes","2.00",2
87,"english",0,"Male",27,"na","","No","1.00",1
88,"English",0,"Female",30,"","","Yes","1.5",4
89,"english",0,"Female",36,"no","","Yes","1.00",3
90,"english",1,"Male",20,"nope!","I hope my data is helpful! :)","Yes",".80",2
91,"english",1,"Female",34,"no","","Yes",".75",3
92,"English",0,"Male",24,"No.","","Yes","Yes.",3
93,"English",1,"Female",49,"no","","Yes","1.20",2
94,"English",0,"Male",50,"None that I&quotecharm aware of","","Yes",".80",2
95,"English",0,"Male",34,"No problems encountered","No further comment, at this time","Yes","1.00",2
96,"english",0,"Male",23,"none","This was a lot of slider questions... Perhaps next time entering a number in would be nicer (i&quotecharm using a trackpad on my laptop, made it a little difficult)","Yes","1.25",3
97,"English",1,"Male",27,"there were bugs, if by bugs you mean ants :) But technical wise there were no bugs :)","thank you","Yes","yes",2
98,"English",1,"Male",46,"no","Hmmmm","Yes","1.30",4
99,"English",-1,"Male",25,"No","","Yes","1.00",3
100,"english",1,"Female",30,"no","interesting","No",".80",3
101,"English",1,"Female",31,"No.","Some of the questions were very strange(not confusing but strange) but still interesting.","Yes","Fair, yes.",3
102,"English",0,"Female",45,"","","Yes","1.10",2
103,"English",1,"Female",32,"No","Some of the animal/question pairings were sooo funny!! Thank you for the laughs!","Yes","It&quotechars okay. I would give $1, personally.",3
104,"English",0,"Male",25,"None.","None. ","Yes","1.00",2
105,"English",0,"Male",23,"none","Animals are nice, thank you for that reminder.","Yes",".80",1
106,"english",1,"Female",35,"no","very fun","Yes","80 cents",3
107,"english",0,"Female",35,"no","","No","yes",3
108,"English",0,"Male",36,"no","","Yes",".80",3
109,"Enlish",1,"Male",31,"No","","Yes","80 cents is fair for the amount of work.",1
110,"Spanish",1,"Male",32,"No bugs, it went smoothly.","Would be neat to learn what the information is assisting. Always interesting to find out what the experiment is about.","Yes","Could always be higher reward.",2
111,"English",0,"Male",30,"No problems","","Yes","$1",4
112,"English",0,"Female",28,"no","","Yes","yes",3
113,"english",1,"Female",50,"no","na","Yes",".80",3
114,"english",1,"Female",26,"","","No","yes",2
115,"English",0,"Female",27,"None.","None.","Yes","$1.00",3
116,"English",0,"Male",23,"No","","Yes","1.00",2
117,"english",1,"Male",33,"no","thanks!","Yes",".80",3
118,"English",1,"Male",28,"no","","Yes",".80",2
119,"English",0,"Male",33,"No","Thanks!","Yes","1.50",3
120,"English",0,"Female",40,"no","The ""feed off of carcasses of dead animals"" might need to be clarified a bit, if you&quotecharre actually interested in our responses for specific animals.  I put anything that is a predator as ""100"" for that one, but I&quotecharm not sure if you mean animals that feed of off things they FIND dead, or things that kill & eat other animals.","Yes",".90",4
121,"english",0,"Female",29,"no","","Yes","1.00",2
122,"ENGLISH",1,"Male",45,"NO","ALL WENT WELL","Yes","1.00",3
123,"English",0,"Female",33,"No","","Yes","Yes",3
124,"English",1,"Female",24,"none","none","Yes",".80",1
125,"English",1,"Female",26,"no","","Yes","yes",2
126,"english",0,"Male",36,"non","","Yes","1.00",3
127,"English",0,"Male",26,"","nice","Yes","1",3
128,"English",0,"Male",39,"no problems","","Yes",".80",3
129,"english",0,"Male",48,"no","","Yes",".80",1
130,"English and Spanish",1,"Female",48,"No problems at all.","None","Yes","yes",3
131,"English",0,"Female",47,"no","","Yes","$1",4
132,"English",1,"Female",67,"none","interesting","Yes","$1.20",4
133,"english",1,"Male",32,"no","no","Yes","1.00",2
134,"English",1,"Male",29,"None that I know of","It was interesting, I wish you good luck!","Yes","0.50",2
135,"English ",1,"Female",31,"No","","Yes","1.00",2
136,"english",0,"Male",27,"no","","Yes","$1",2
137,"English",1,"Female",38,"No","No comments at the current time.","Yes","1.00",2
138,"English",1,"Female",40,"No","","Yes",".80",3
139,"english",1,"Female",32,"no","Thank You","Yes","yes",3
140,"English",0,"Female",42,"No","","Yes",".80",-1
141,"English",1,"Female",26,"no","","Yes",".8",3
142,"English",1,"Female",32,"No","I enjoyed this study","Yes","1.00",2
143,"English",0,"Female",33,"No","","Yes","1.00",3
