"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
109,"english",0,"Female",62,"","none","Yes","yes",2
110,"english",1,"Male",35,"no","","Yes","yes",2
111,"English ",0,"Female",51,"No ","","Yes",".60",2
112,"English",1,"Male",50,"No","","Yes",".30",4
113,"English",1,"Male",41,"No","","Yes","Yes",2
114,"english",0,"Male",29,"no","no","Yes",".50",3
115,"Chinese",0,"Female",43,"","","Yes","0.5",-1
116,"English",-1,"Male",27,"no","","Confused","35",3
117,"English",0,"Male",42,"No problems or bugs.","","Yes","Yes",3
118,"Tagalog",0,"Female",41,"none","none","Yes",".20",3
119,"English",0,"Female",24,"no","","Yes","25 cents",3
120,"english",0,"Female",25,"none","","Yes",".50",3
121,"English",1,"Female",25,"no","","Yes","yes",2
122,"English",1,"Male",29,"No","None","Yes",".50",4
123,"English",0,"Male",24,"No","","Yes","Yes",4
124,"English",1,"Female",47,"","","Yes","assigned",4
125,"English",1,"Female",27,"No.","","Yes",".30",2
126,"English",1,"Female",48,"no","","Yes","50",3
127,"English",0,"Female",47,"No","Interesting survey","Yes","0.30",3
128,"english",0,"Female",56,"","","Yes",".50",2
129,"English",1,"Male",56,"No","Pura Vida!","Yes","Yes",3
130,"French",1,"Male",28,"It asked me to go on chrome and I was initially on IE. I switched and had no issue.","I am fluent in English :]","Yes","Current price is $0.30",3
131,"English",1,"Male",37,"No","","Yes","0.45",2
132,"English",0,"Female",69,"no","thank you for the opportunity to participate in your study and best of outcomes for you","Yes",".50",3
133,"English",1,"Female",61,"no","Interesting","Yes",".50",3
134,"English",0,"Female",49,"","","Yes",".40",3
135,"English",1,"Female",40,"no","","Yes",".50",2
136,"English",1,"Female",58,"no","","Yes","30-50",4
137,"English",0,"Male",53,"No","","Yes",".30",3
138,"English",1,"Female",30,"No","","Yes",".50",3
139,"English",0,"Male",24,"No","","Yes",".60",3
140,"English",1,"Female",63,"No","Good luck with your study!","Yes","30",-1
141,"English",1,"Male",32,"no","","Yes",".5",1
142,"English",0,"Male",19,"No","","No",".50",2
143,"English",0,"Female",36,"No","","Yes","0.30",1
144,"English",1,"Male",27,"No",NA,"Yes","30",3
145,"English",1,"Male",24,"",NA,"Yes","yes",3
146,"",99,"",NA,"",NA,"Yes","",-1
147,"English",0,"Female",24,"No",NA,"Yes",".30",3
148,"English",1,"Female",61,"no",NA,"Yes","yes",3
149,"English",1,"Male",54,"no",NA,"Yes",".30",3
150,"english",1,"Female",28,"no",NA,"Yes","0.3",3
